fid,objectid,cod_rip,cod_reg,cod_prov,pro_com,pro_com_t
14313,1409,4,17,76,76011,"076011"
14314,12745,5,20,92,92074,"092074"
14315,12744,5,20,92,92074,"092074"
14316,10068,1,1,1,1202,"001202"
14317,10067,1,1,1,1202,"001202"
14318,7019,1,3,16,16170,"016170"
14319,7018,1,3,16,16170,"016170"
14320,9742,3,9,50,50026,"050026"
14321,9738,3,9,50,50026,"050026"
14322,2425,4,14,70,70004,"070004"
14323,2426,4,14,70,70004,"070004"
14324,3239,4,17,76,76046,"076046"
14325,3240,4,17,76,76046,"076046"
14326,5322,3,10,54,54039,"054039"
14327,5318,3,10,54,54039,"054039"
14328,9917,4,13,69,69075,"069075"
14329,9929,4,13,69,69075,"069075"
14330,3384,4,13,67,67044,"067044"
14331,3381,4,13,67,67044,"067044"
14332,5841,3,10,54,54039,"054039"
14333,5837,3,10,54,54039,"054039"
14334,1621,4,13,69,69045,"069045"
14335,1622,4,13,69,69045,"069045"
14336,1775,1,3,18,18023,"018023"
14337,1774,1,3,18,18023,"018023"
14338,1213,4,15,65,65061,"065061"
14339,1214,4,15,65,65061,"065061"
14340,3145,3,9,50,50026,"050026"
14341,3147,3,9,50,50026,"050026"
14342,2833,4,15,63,63049,"063049"
14343,2832,4,15,63,63049,"063049"
14344,11479,3,11,44,44007,"044007"
14345,11476,3,11,44,44007,"044007"
14346,15661,4,16,72,72006,"072006"
14347,15660,4,16,72,72006,"072006"
14348,8498,3,11,44,44045,"044045"
14349,8500,3,11,44,44045,"044045"
14350,6859,1,3,16,16198,"016198"
14351,6857,1,3,16,16198,"016198"
14352,11161,4,15,62,62023,"062023"
14353,11156,4,15,62,62023,"062023"
14354,8742,3,11,41,41044,"041044"
14355,8739,3,11,41,41044,"041044"
14356,1110,5,19,87,87005,"087005"
14357,1109,5,19,87,87005,"087005"
14358,13990,3,9,48,48002,"048002"
14359,13989,3,9,48,48002,"048002"
14360,2664,3,12,58,58079,"058079"
14361,2663,3,12,58,58079,"058079"
14362,2587,4,18,101,101014,"101014"
14363,2588,4,18,101,101014,"101014"
14364,2534,4,15,64,64008,"064008"
14365,2535,4,15,64,64008,"064008"
14366,916,4,18,78,78150,"078150"
14367,918,4,18,78,78150,"078150"
14368,8613,4,17,76,76042,"076042"
14369,8620,4,17,76,76042,"076042"
14370,7196,4,15,65,65148,"065148"
14371,7198,4,15,65,65148,"065148"
14372,12786,5,20,92,92074,"092074"
14373,12787,5,20,92,92074,"092074"
14374,9844,3,11,41,41044,"041044"
14375,9841,3,11,41,41044,"041044"
14376,13975,3,11,41,41044,"041044"
14377,13974,3,11,41,41044,"041044"
14378,4514,3,11,41,41044,"041044"
14379,4503,3,11,41,41044,"041044"
14380,12665,3,11,41,41044,"041044"
14381,12664,3,11,41,41044,"041044"
14382,12507,1,7,10,10025,"010025"
14383,12508,1,7,10,10025,"010025"
14384,2883,3,10,54,54039,"054039"
14385,2870,3,10,54,54039,"054039"
14386,13997,3,12,56,56001,"056001"
14387,13998,3,12,56,56001,"056001"
14388,12696,5,20,90,90017,"090017"
14389,12695,5,20,90,90017,"090017"
14390,9469,3,11,43,43017,"043017"
14391,9472,3,11,43,43017,"043017"
14392,10254,3,11,41,41029,"041029"
14393,10255,3,11,41,41029,"041029"
14394,11356,3,10,54,54030,"054030"
14395,11358,3,10,54,54030,"054030"
14396,13245,3,10,54,54039,"054039"
14397,13248,3,10,54,54039,"054039"
14398,141,4,17,76,76040,"076040"
14399,142,4,17,76,76040,"076040"
14400,12602,3,11,109,109006,"109006"
14401,12601,3,11,109,109006,"109006"
14402,2251,3,10,54,54039,"054039"
14403,2252,3,10,54,54039,"054039"
14404,2901,3,11,109,109006,"109006"
14405,2900,3,11,109,109006,"109006"
14406,13562,5,19,87,87015,"087015"
14407,13564,5,19,87,87015,"087015"
14408,6082,3,10,54,54039,"054039"
14409,6081,3,10,54,54039,"054039"
14410,1473,3,11,41,41044,"041044"
14411,1472,3,11,41,41044,"041044"
14412,1745,4,16,75,75028,"075028"
14413,1746,4,16,75,75028,"075028"
14414,4747,5,19,87,87015,"087015"
14415,4744,5,19,87,87015,"087015"
14416,15776,3,12,58,58091,"058091"
14417,15779,3,12,58,58091,"058091"
14418,12472,3,12,58,58091,"058091"
14419,12471,3,12,58,58091,"058091"
14420,13981,2,8,37,37006,"037006"
14421,13982,2,8,37,37006,"037006"
14422,192,2,5,27,27035,"027035"
14423,191,2,5,27,27035,"027035"
14424,2913,3,9,50,50026,"050026"
14425,2918,3,9,50,50026,"050026"
14426,392,3,11,109,109006,"109006"
14427,391,3,11,109,109006,"109006"
14428,11690,3,10,54,54013,"054013"
14429,11691,3,10,54,54013,"054013"
14430,2104,4,13,66,66094,"066094"
14431,2103,4,13,66,66094,"066094"
14432,9317,3,11,109,109006,"109006"
14433,9313,3,11,109,109006,"109006"
14434,8562,1,3,15,15026,"015026"
14435,8558,1,3,15,15026,"015026"
14436,249,3,10,54,54013,"054013"
14437,250,3,10,54,54013,"054013"
14438,9597,3,12,58,58091,"058091"
14439,9592,3,12,58,58091,"058091"
14440,3286,3,11,109,109006,"109006"
14441,3283,3,11,109,109006,"109006"
14442,6401,3,10,54,54039,"054039"
14443,6400,3,10,54,54039,"054039"
14444,9467,3,12,58,58091,"058091"
14445,9477,3,12,58,58091,"058091"
14446,971,2,5,29,29029,"029029"
14447,972,2,5,29,29029,"029029"
14448,615,4,18,101,101014,"101014"
14449,614,4,18,101,101014,"101014"
14450,950,2,8,37,37006,"037006"
14451,951,2,8,37,37006,"037006"
14452,15474,4,14,94,94033,"094033"
14453,15478,4,14,94,94033,"094033"
14454,13250,3,12,58,58079,"058079"
14455,13247,3,12,58,58079,"058079"
14456,13329,1,3,16,16089,"016089"
14457,13331,1,3,16,16089,"016089"
14458,6166,3,9,48,48024,"048024"
14459,6165,3,9,48,48024,"048024"
14460,2463,3,10,54,54026,"054026"
14461,2464,3,10,54,54026,"054026"
14462,14247,2,8,40,40008,"040008"
14463,14248,2,8,40,40008,"040008"
14464,281,3,12,58,58091,"058091"
14465,280,3,12,58,58091,"058091"
14466,12559,4,17,77,77018,"077018"
14467,12558,4,17,77,77018,"077018"
14468,1404,3,10,54,54015,"054015"
14469,1403,3,10,54,54015,"054015"
14470,546,2,8,37,37037,"037037"
14471,545,2,8,37,37037,"037037"
14472,3803,2,8,37,37006,"037006"
14473,3781,2,8,37,37006,"037006"
14474,597,2,8,39,39014,"039014"
14475,596,2,8,39,39014,"039014"
14476,6780,3,12,58,58091,"058091"
14477,6777,3,12,58,58091,"058091"
14478,3582,2,8,37,37006,"037006"
14479,3583,2,8,37,37006,"037006"
14480,515,2,8,40,40049,"040049"
14481,514,2,8,40,40049,"040049"
14482,12485,3,12,58,58091,"058091"
14483,12486,3,12,58,58091,"058091"
14484,14476,3,12,58,58091,"058091"
14485,14473,3,12,58,58091,"058091"
14486,12062,3,12,58,58091,"058091"
14487,12061,3,12,58,58091,"058091"
14488,15753,3,12,58,58091,"058091"
14489,15761,3,12,58,58091,"058091"
14490,3794,2,8,37,37006,"037006"
14491,3795,2,8,37,37006,"037006"
14492,12693,3,10,54,54026,"054026"
14493,12694,3,10,54,54026,"054026"
14494,2058,4,16,75,75066,"075066"
14495,2057,4,16,75,75066,"075066"
14496,14115,4,15,63,63043,"063043"
14497,14116,4,15,63,63043,"063043"
14498,2280,4,15,63,63068,"063068"
14499,2279,4,15,63,63068,"063068"
14500,15169,2,8,40,40032,"040032"
14501,15173,2,8,40,40032,"040032"
14502,2084,2,5,23,23042,"023042"
14503,2085,2,5,23,23042,"023042"
14504,13366,3,12,58,58091,"058091"
14505,13365,3,12,58,58091,"058091"
14506,13943,1,7,10,10025,"010025"
14507,13944,1,7,10,10025,"010025"
14508,175,1,3,17,17038,"017038"
14509,174,1,3,17,17038,"017038"
14510,2345,1,7,10,10025,"010025"
14511,2346,1,7,10,10025,"010025"
14512,3574,4,16,75,75026,"075026"
14513,3575,4,16,75,75026,"075026"
14514,3539,3,12,58,58091,"058091"
14515,3541,3,12,58,58091,"058091"
14516,3334,3,12,58,58091,"058091"
14517,3338,3,12,58,58091,"058091"
14518,1478,3,12,58,58091,"058091"
14519,1479,3,12,58,58091,"058091"
14520,2289,3,12,58,58091,"058091"
14521,2290,3,12,58,58091,"058091"
14522,14324,1,1,6,6076,"006076"
14523,14325,1,1,6,6076,"006076"
14524,475,4,16,71,71019,"071019"
14525,474,4,16,71,71019,"071019"
14526,1397,1,1,3,3032,"003032"
14527,1398,1,1,3,3032,"003032"
14528,3421,2,8,34,34032,"034032"
14529,3430,2,8,34,34032,"034032"
14530,13324,3,12,58,58091,"058091"
14531,13321,3,12,58,58091,"058091"
14532,8532,3,12,58,58091,"058091"
14533,8530,3,12,58,58091,"058091"
14534,2053,3,10,54,54033,"054033"
14535,2052,3,10,54,54033,"054033"
14536,841,3,12,58,58091,"058091"
14537,840,3,12,58,58091,"058091"
14538,10749,3,10,54,54024,"054024"
14539,10750,3,10,54,54024,"054024"
14540,6139,3,9,45,45010,"045010"
14541,6140,3,9,45,45010,"045010"
14542,8816,4,13,67,67028,"067028"
14543,11632,1,3,15,15070,"015070"
14544,11179,4,13,66,66006,"066006"
14545,9717,5,19,83,83005,"083005"
14546,9147,2,8,39,39014,"039014"
14547,9642,2,6,93,93041,"093041"
14548,3510,5,19,89,89006,"089006"
14549,30602,1,3,15,15202,"015202"
14550,18894,4,15,63,63049,"063049"
14551,25350,2,5,26,26041,"026041"
14552,24539,2,5,27,27033,"027033"
14553,19992,2,5,28,28100,"028100"
14554,31807,2,5,29,29018,"029018"
14555,26238,2,8,37,37011,"037011"
14556,25954,2,8,40,40014,"040014"
14557,21517,1,1,4,4212,"004212"
14558,26609,4,15,63,63049,"063049"
14559,17737,1,1,6,6009,"006009"
14560,24790,4,15,63,63049,"063049"
14561,20235,2,5,27,27033,"027033"
14562,19141,1,3,12,12106,"012106"
14563,17481,1,3,17,17146,"017146"
14564,20358,3,12,60,60006,"060006"
14565,20178,2,5,26,26087,"026087"
14566,18475,1,1,1,1210,"001210"
14567,27435,1,7,8,8031,"008031"
14568,20626,4,18,80,80028,"080028"
14569,25584,2,5,24,24026,"024026"
14570,21088,1,1,96,96079,"096079"
14571,27671,3,10,54,54039,"054039"
14572,25778,1,2,7,7003,"007003"
14573,22013,2,6,30,30057,"030057"
14574,25798,2,5,29,29040,"029040"
14575,20898,1,1,1,1146,"001146"
14576,22624,3,11,41,41070,"041070"
14577,22565,1,3,20,20060,"020060"
14578,22405,1,3,15,15182,"015182"
14579,19586,1,1,6,6160,"006160"
14580,26276,5,20,111,111030,"111030"
14581,22951,1,2,7,7039,"007039"
14582,22748,3,11,41,41010,"041010"
14583,21997,4,15,61,61029,"061029"
14584,21957,1,3,15,15146,"015146"
14585,24978,2,5,24,24116,"024116"
14586,9237,2,8,36,36040,"036040"
14587,9233,2,8,36,36040,"036040"
14588,180,3,9,46,46033,"046033"
14589,181,3,9,46,46033,"046033"
14590,5483,3,12,58,58091,"058091"
14591,5481,3,12,58,58091,"058091"
14592,11483,3,12,58,58091,"058091"
14593,11485,3,12,58,58091,"058091"
14594,7121,3,12,58,58091,"058091"
14595,7123,3,12,58,58091,"058091"
14596,5057,3,12,58,58091,"058091"
14597,5059,3,12,58,58091,"058091"
14598,2260,5,19,81,81018,"081018"
14599,2261,5,19,81,81018,"081018"
14600,2259,5,19,81,81018,"081018"
14601,4192,5,19,84,84011,"084011"
14602,4190,5,19,84,84011,"084011"
14603,4191,5,19,84,84011,"084011"
14604,3786,5,19,82,82017,"082017"
14605,3788,5,19,82,82017,"082017"
14606,3787,5,19,82,82017,"082017"
14607,214,5,19,81,81006,"081006"
14608,216,5,19,81,81006,"081006"
14609,215,5,19,81,81006,"081006"
14610,7253,5,19,85,85004,"085004"
14611,7255,5,19,85,85004,"085004"
14612,7246,5,19,85,85004,"085004"
14613,10228,5,19,85,85004,"085004"
14614,10230,5,19,85,85004,"085004"
14615,10229,5,19,85,85004,"085004"
14616,1736,5,19,88,88003,"088003"
14617,1737,5,19,88,88003,"088003"
14618,1735,5,19,88,88003,"088003"
14619,1964,5,19,86,86014,"086014"
14620,1962,5,19,86,86014,"086014"
14621,1963,5,19,86,86014,"086014"
14622,14064,5,19,87,87038,"087038"
14623,14066,5,19,87,87038,"087038"
14624,14065,5,19,87,87038,"087038"
14625,8343,5,19,86,86018,"086018"
14626,8342,5,19,86,86018,"086018"
14627,8341,5,19,86,86018,"086018"
14628,12280,5,19,86,86005,"086005"
14629,12281,5,19,86,86005,"086005"
14630,12279,5,19,86,86005,"086005"
14631,11548,5,19,87,87055,"087055"
14632,11541,5,19,87,87055,"087055"
14633,11544,5,19,87,87055,"087055"
14634,6814,3,12,60,60038,"060038"
14635,6810,3,12,60,60038,"060038"
14636,6808,3,12,60,60038,"060038"
14637,1193,5,20,90,90064,"090064"
14638,1194,5,20,90,90064,"090064"
14639,1192,5,20,90,90064,"090064"
14640,6930,1,1,4,4003,"004003"
14641,6928,1,1,4,4003,"004003"
14642,6938,1,1,4,4003,"004003"
14643,4930,3,12,60,60038,"060038"
14644,4934,3,12,60,60038,"060038"
14645,4936,3,12,60,60038,"060038"
14646,1326,1,3,15,15146,"015146"
14647,1327,1,3,15,15146,"015146"
14648,1328,1,3,15,15146,"015146"
14649,1077,3,12,60,60038,"060038"
14650,1078,3,12,60,60038,"060038"
14651,1079,3,12,60,60038,"060038"
14652,7334,3,12,60,60035,"060035"
14653,7328,3,12,60,60035,"060035"
14654,7331,3,12,60,60035,"060035"
14655,4929,3,12,60,60035,"060035"
14656,4924,3,12,60,60035,"060035"
14657,4920,3,12,60,60035,"060035"
14658,13262,1,1,1,1272,"001272"
14659,13264,1,1,1,1272,"001272"
14660,13266,1,1,1,1272,"001272"
14661,6550,5,20,90,90064,"090064"
14662,6547,5,20,90,90064,"090064"
14663,6545,5,20,90,90064,"090064"
14664,5705,3,12,60,60038,"060038"
14665,5723,3,12,60,60038,"060038"
14666,5709,3,12,60,60038,"060038"
14667,10156,1,3,19,19097,"019097"
14668,10157,1,3,19,19097,"019097"
14669,10155,1,3,19,19097,"019097"
14670,5148,5,20,90,90064,"090064"
14671,5142,5,20,90,90064,"090064"
14672,5128,5,20,90,90064,"090064"
14673,8982,3,12,58,58049,"058049"
14674,8978,3,12,58,58049,"058049"
14675,8983,3,12,58,58049,"058049"
14676,7735,3,12,60,60035,"060035"
14677,7731,3,12,60,60035,"060035"
14678,7733,3,12,60,60035,"060035"
14679,13789,3,12,59,59007,"059007"
14680,13788,3,12,59,59007,"059007"
14681,13790,3,12,59,59007,"059007"
14682,3893,5,20,92,92051,"092051"
14683,3892,5,20,92,92051,"092051"
14684,3894,5,20,92,92051,"092051"
14685,8059,1,3,20,20028,"020028"
14686,8058,1,3,20,20028,"020028"
14687,8060,1,3,20,20028,"020028"
14688,8106,1,3,17,17002,"017002"
14689,8107,1,3,17,17002,"017002"
14690,8108,1,3,17,17002,"017002"
14691,11662,3,9,47,47014,"047014"
14692,11660,3,9,47,47014,"047014"
14693,11657,3,9,47,47014,"047014"
14694,2039,3,10,54,54015,"054015"
14695,2037,3,10,54,54015,"054015"
14696,2038,3,10,54,54015,"054015"
14697,7664,1,3,15,15146,"015146"
14698,7668,1,3,15,15146,"015146"
14699,7671,1,3,15,15146,"015146"
14700,6811,2,5,26,26086,"026086"
14701,6806,2,5,26,26086,"026086"
14702,6815,2,5,26,26086,"026086"
14703,3092,2,5,26,26086,"026086"
14704,3090,2,5,26,26086,"026086"
14705,3083,2,5,26,26086,"026086"
14706,2272,2,8,35,35033,"035033"
14707,2271,2,8,35,35033,"035033"
14708,2270,2,8,35,35033,"035033"
14709,10448,3,9,49,49017,"049017"
14710,10449,3,9,49,49017,"049017"
14711,10447,3,9,49,49017,"049017"
14712,12099,4,13,66,66054,"066054"
14713,12100,4,13,66,66054,"066054"
14714,12101,4,13,66,66054,"066054"
14715,9014,5,20,92,92051,"092051"
14716,9010,5,20,92,92051,"092051"
14717,9017,5,20,92,92051,"092051"
14718,2503,2,5,26,26046,"026046"
14719,2504,2,5,26,26046,"026046"
14720,2505,2,5,26,26046,"026046"
14721,12295,1,3,14,14060,"014060"
14722,12296,1,3,14,14060,"014060"
14723,12297,1,3,14,14060,"014060"
14724,12550,1,3,17,17029,"017029"
14725,12551,1,3,17,17029,"017029"
14726,12549,1,3,17,17029,"017029"
14727,5618,3,9,50,50039,"050039"
14728,5613,3,9,50,50039,"050039"
14729,5617,3,9,50,50039,"050039"
14730,3876,2,5,26,26046,"026046"
14731,3874,2,5,26,26046,"026046"
14732,3875,2,5,26,26046,"026046"
14733,5628,3,12,58,58097,"058097"
14734,5619,3,12,58,58097,"058097"
14735,5632,3,12,58,58097,"058097"
14736,4955,3,9,48,48037,"048037"
14737,4951,3,9,48,48037,"048037"
14738,4957,3,9,48,48037,"048037"
14739,4564,1,3,19,19006,"019006"
14740,4571,1,3,19,19006,"019006"
14741,4561,1,3,19,19006,"019006"
14742,2055,1,3,17,17029,"017029"
14743,2054,1,3,17,17029,"017029"
14744,2056,1,3,17,17029,"017029"
14745,9843,2,5,29,29001,"029001"
14746,9848,2,5,29,29001,"029001"
14747,9845,2,5,29,29001,"029001"
14748,633,3,9,53,53013,"053013"
14749,631,3,9,53,53013,"053013"
14750,632,3,9,53,53013,"053013"
14751,7497,1,2,7,7052,"007052"
14752,7495,1,2,7,7052,"007052"
14753,7494,1,2,7,7052,"007052"
14754,6642,2,5,27,27023,"027023"
14755,6632,2,5,27,27023,"027023"
14756,6625,2,5,27,27023,"027023"
14757,2636,3,11,44,44023,"044023"
14758,2637,3,11,44,44023,"044023"
14759,2638,3,11,44,44023,"044023"
14760,2551,3,11,42,42002,"042002"
14761,2549,3,11,42,42002,"042002"
14762,2550,3,11,42,42002,"042002"
14763,3850,3,11,43,43013,"043013"
14764,3849,3,11,43,43013,"043013"
14765,3851,3,11,43,43013,"043013"
14766,5704,2,5,28,28059,"028059"
14767,5695,2,5,28,28059,"028059"
14768,5708,2,5,28,28059,"028059"
14769,11570,3,9,48,48011,"048011"
14770,11567,3,9,48,48011,"048011"
14771,11564,3,9,48,48011,"048011"
14772,1082,5,19,87,87018,"087018"
14773,1081,5,19,87,87018,"087018"
14774,1080,5,19,87,87018,"087018"
14775,3826,4,13,67,67037,"067037"
14776,3827,4,13,67,67037,"067037"
14777,3825,4,13,67,67037,"067037"
14778,6698,2,8,35,35033,"035033"
14779,6700,2,8,35,35033,"035033"
14780,6699,2,8,35,35033,"035033"
14781,10927,1,3,15,15118,"015118"
14782,10922,1,3,15,15118,"015118"
14783,10925,1,3,15,15118,"015118"
14784,11321,3,12,58,58111,"058111"
14785,11318,3,12,58,58111,"058111"
14786,11322,3,12,58,58111,"058111"
14787,3678,3,9,51,51005,"051005"
14788,3680,3,9,51,51005,"051005"
14789,3679,3,9,51,51005,"051005"
14790,13604,2,5,26,26086,"026086"
14791,13602,2,5,26,26086,"026086"
14792,13607,2,5,26,26086,"026086"
14793,10491,4,13,66,66049,"066049"
14794,10489,4,13,66,66049,"066049"
14795,10490,4,13,66,66049,"066049"
14796,9367,4,15,63,63060,"063060"
14797,9370,4,15,63,63060,"063060"
14798,9363,4,15,63,63060,"063060"
14799,9741,5,19,82,82053,"082053"
14800,9737,5,19,82,82053,"082053"
14801,9739,5,19,82,82053,"082053"
14802,3949,4,13,66,66006,"066006"
14803,3948,4,13,66,66006,"066006"
14804,3950,4,13,66,66006,"066006"
14805,4917,2,5,27,27042,"027042"
14806,4914,2,5,27,27042,"027042"
14807,6960,1,1,6,6177,"006177"
14808,6959,1,1,6,6177,"006177"
14809,13925,5,19,82,82006,"082006"
14810,13926,5,19,82,82006,"082006"
14811,13913,5,19,82,82006,"082006"
14812,3976,1,3,17,17148,"017148"
14813,3975,1,3,17,17148,"017148"
14814,4379,3,12,58,58079,"058079"
14815,4377,3,12,58,58079,"058079"
14816,4378,3,12,58,58079,"058079"
14817,1229,2,8,34,34014,"034014"
14818,1228,2,8,34,34014,"034014"
14819,1230,2,8,34,34014,"034014"
14820,75,2,5,27,27023,"027023"
14821,77,2,5,27,27023,"027023"
14822,76,2,5,27,27023,"027023"
14823,8474,5,19,82,82053,"082053"
14824,8466,5,19,82,82053,"082053"
14825,8478,5,19,82,82053,"082053"
14826,6529,3,9,47,47022,"047022"
14827,6530,3,9,47,47022,"047022"
14828,6527,3,9,47,47022,"047022"
14829,7927,5,19,81,81021,"081021"
14830,7925,5,19,81,81021,"081021"
14831,7929,5,19,81,81021,"081021"
14832,5047,5,19,82,82054,"082054"
14833,5044,5,19,82,82054,"082054"
14834,5051,5,19,82,82054,"082054"
14835,4954,3,12,58,58097,"058097"
14836,4946,3,12,58,58097,"058097"
14837,4943,3,12,58,58097,"058097"
14838,4017,5,19,82,82034,"082034"
14839,4018,5,19,82,82034,"082034"
14840,4016,5,19,82,82034,"082034"
14841,2274,3,12,58,58013,"058013"
14842,2275,3,12,58,58013,"058013"
14843,2276,3,12,58,58013,"058013"
14844,3557,2,5,27,27042,"027042"
14845,3558,2,5,27,27042,"027042"
14846,3559,2,5,27,27042,"027042"
14847,3071,3,9,52,52023,"052023"
14848,3072,3,9,52,52023,"052023"
14849,3075,3,9,52,52023,"052023"
14850,15526,1,3,15,15093,"015093"
14851,15517,1,3,15,15093,"015093"
14852,15521,1,3,15,15093,"015093"
14853,10175,1,1,1,1217,"001217"
14854,10174,1,1,1,1217,"001217"
14855,10176,1,1,1,1217,"001217"
14856,8049,3,11,44,44023,"044023"
14857,8050,3,11,44,44023,"044023"
14858,8051,3,11,44,44023,"044023"
14859,7447,1,7,9,9012,"009012"
14860,7460,1,7,9,9012,"009012"
14861,7470,1,7,9,9012,"009012"
14862,6135,3,10,55,55011,"055011"
14863,6136,3,10,55,55011,"055011"
14864,6137,3,10,55,55011,"055011"
14865,9336,4,15,63,63060,"063060"
14866,9340,4,15,63,63060,"063060"
14867,9327,4,15,63,63060,"063060"
14868,1033,1,3,15,15146,"015146"
14869,1032,1,3,15,15146,"015146"
14870,1031,1,3,15,15146,"015146"
14871,7534,2,8,37,37030,"037030"
14872,7531,2,8,37,37030,"037030"
14873,7536,2,8,37,37030,"037030"
14874,15971,1,3,16,16114,"016114"
14875,2701,1,1,6,6039,"006039"
14876,2700,1,1,6,6039,"006039"
14877,2699,1,1,6,6039,"006039"
14878,1291,1,3,15,15093,"015093"
14879,1289,1,3,15,15093,"015093"
14880,1290,1,3,15,15093,"015093"
14881,5036,3,11,44,44023,"044023"
14882,5034,3,11,44,44023,"044023"
14883,5041,3,11,44,44023,"044023"
14884,4634,1,3,13,13252,"013252"
14885,4629,1,3,13,13252,"013252"
14886,4637,1,3,13,13252,"013252"
14887,2654,2,5,26,26059,"026059"
14888,2652,2,5,26,26059,"026059"
14889,2653,2,5,26,26059,"026059"
14890,11947,2,5,27,27019,"027019"
14891,11944,2,5,27,27019,"027019"
14892,11949,2,5,27,27019,"027019"
14893,2853,3,9,52,52032,"052032"
14894,2851,3,9,52,52032,"052032"
14895,2858,3,9,52,52032,"052032"
14896,3418,1,1,1,1028,"001028"
14897,3407,1,1,1,1028,"001028"
14898,3405,1,1,1,1028,"001028"
14899,1118,5,20,92,92051,"092051"
14900,1120,5,20,92,92051,"092051"
14901,1119,5,20,92,92051,"092051"
14902,8042,1,1,3,3130,"003130"
14903,8043,1,1,3,3130,"003130"
14904,8041,1,1,3,3130,"003130"
14905,9710,5,20,92,92051,"092051"
14906,9714,5,20,92,92051,"092051"
14907,9715,5,20,92,92051,"092051"
14908,3198,1,3,17,17039,"017039"
14909,3196,1,3,17,17039,"017039"
14910,3192,1,3,17,17039,"017039"
14911,8555,1,3,97,97048,"097048"
14912,8553,1,3,97,97048,"097048"
14913,8551,1,3,97,97048,"097048"
14914,4852,4,15,63,63085,"063085"
14915,4849,4,15,63,63085,"063085"
14916,4854,4,15,63,63085,"063085"
14917,9083,1,3,15,15146,"015146"
14918,9086,1,3,15,15146,"015146"
14919,9090,1,3,15,15146,"015146"
14920,7304,1,3,17,17149,"017149"
14921,7298,1,3,17,17149,"017149"
14922,7306,1,3,17,17149,"017149"
14923,8694,4,15,61,61078,"061078"
14924,8704,4,15,61,61078,"061078"
14925,8700,4,15,61,61078,"061078"
14926,4087,2,5,27,27033,"027033"
14927,4086,2,5,27,27033,"027033"
14928,4085,2,5,27,27033,"027033"
14929,5166,4,15,63,63060,"063060"
14930,5158,4,15,63,63060,"063060"
14931,5162,4,15,63,63060,"063060"
14932,10035,1,3,15,15146,"015146"
14933,10036,1,3,15,15146,"015146"
14934,10037,1,3,15,15146,"015146"
14935,770,3,11,44,44023,"044023"
14936,769,3,11,44,44023,"044023"
14937,768,3,11,44,44023,"044023"
14938,15793,5,19,85,85007,"085007"
14939,15783,5,19,85,85007,"085007"
14940,15787,5,19,85,85007,"085007"
14941,10911,5,19,84,84001,"084001"
14942,10908,5,19,84,84001,"084001"
14943,10914,5,19,84,84001,"084001"
14944,5266,3,11,44,44023,"044023"
14945,5250,3,11,44,44023,"044023"
14946,5254,3,11,44,44023,"044023"
14947,10091,4,15,63,63060,"063060"
14948,10092,4,15,63,63060,"063060"
14949,10090,4,15,63,63060,"063060"
14950,1441,1,3,15,15093,"015093"
14951,1439,1,3,15,15093,"015093"
14952,1440,1,3,15,15093,"015093"
14953,14076,1,3,108,108023,"108023"
14954,14075,1,3,108,108023,"108023"
14955,14077,1,3,108,108023,"108023"
14956,15281,3,11,44,44023,"044023"
14957,15287,3,11,44,44023,"044023"
14958,15285,3,11,44,44023,"044023"
14959,6319,2,5,24,24104,"024104"
14960,6321,2,5,24,24104,"024104"
14961,6320,2,5,24,24104,"024104"
14962,5543,4,15,63,63070,"063070"
14963,5547,4,15,63,63070,"063070"
14964,5549,4,15,63,63070,"063070"
14965,12519,3,12,58,58039,"058039"
14966,12517,3,12,58,58039,"058039"
14967,12518,3,12,58,58039,"058039"
14968,4496,5,20,92,92066,"092066"
14969,4509,5,20,92,92066,"092066"
14970,4500,5,20,92,92066,"092066"
14971,4348,5,20,90,90064,"090064"
14972,4349,5,20,90,90064,"090064"
14973,4347,5,20,90,90064,"090064"
14974,7646,5,20,92,92109,"092109"
14975,7643,5,20,92,92109,"092109"
14976,7649,5,20,92,92109,"092109"
14977,13417,1,3,15,15093,"015093"
14978,13416,1,3,15,15093,"015093"
14979,13414,1,3,15,15093,"015093"
14980,5584,2,8,33,33001,"033001"
14981,5587,2,8,33,33001,"033001"
14982,5580,2,8,33,33001,"033001"
14983,14171,3,9,52,52032,"052032"
14984,14169,3,9,52,52032,"052032"
14985,14170,3,9,52,52032,"052032"
14986,73,2,5,24,24012,"024012"
14987,74,2,5,24,24012,"024012"
14988,72,2,5,24,24012,"024012"
14989,14126,3,11,44,44007,"044007"
14990,14125,3,11,44,44007,"044007"
14991,14127,3,11,44,44007,"044007"
14992,4032,1,3,108,108023,"108023"
14993,4031,1,3,108,108023,"108023"
14994,4033,1,3,108,108023,"108023"
14995,5652,3,11,43,43044,"043044"
14996,5641,3,11,43,43044,"043044"
14997,5644,3,11,43,43044,"043044"
14998,9675,5,20,92,92051,"092051"
14999,9671,5,20,92,92051,"092051"
15000,9668,5,20,92,92051,"092051"
15001,11529,2,5,28,28077,"028077"
15002,11532,2,5,28,28077,"028077"
15003,11527,2,5,28,28077,"028077"
15004,7758,4,15,65,65099,"065099"
15005,7756,4,15,65,65099,"065099"
15006,7752,4,15,65,65099,"065099"
15007,466,1,3,15,15118,"015118"
15008,465,1,3,15,15118,"015118"
15009,464,1,3,15,15118,"015118"
15010,12150,1,1,4,4078,"004078"
15011,12148,1,1,4,4078,"004078"
15012,12149,1,1,4,4078,"004078"
