fid,objectid,cod_rip,cod_reg,cod_prov,pro_com,pro_com_t
15013,13595,1,3,15,15093,"015093"
15014,13606,1,3,15,15093,"015093"
15015,13599,1,3,15,15093,"015093"
15016,11225,2,6,93,93040,"093040"
15017,11227,2,6,93,93040,"093040"
15018,11220,2,6,93,93040,"093040"
15019,11841,5,19,84,84001,"084001"
15020,11843,5,19,84,84001,"084001"
15021,11842,5,19,84,84001,"084001"
15022,7615,5,20,92,92051,"092051"
15023,7620,5,20,92,92051,"092051"
15024,7614,5,20,92,92051,"092051"
15025,1984,2,5,24,24012,"024012"
15026,1983,2,5,24,24012,"024012"
15027,1982,2,5,24,24012,"024012"
15028,10976,3,9,51,51005,"051005"
15029,10969,3,9,51,51005,"051005"
15030,10979,3,9,51,51005,"051005"
15031,262,1,1,1,1272,"001272"
15032,263,1,1,1,1272,"001272"
15033,264,1,1,1,1272,"001272"
15034,94,5,20,92,92051,"092051"
15035,92,5,20,92,92051,"092051"
15036,93,5,20,92,92051,"092051"
15037,247,3,12,58,58091,"058091"
15038,246,3,12,58,58091,"058091"
15039,248,3,12,58,58091,"058091"
15040,2355,5,20,92,92051,"092051"
15041,2354,5,20,92,92051,"092051"
15042,2353,5,20,92,92051,"092051"
15043,13317,3,12,58,58091,"058091"
15044,13315,3,12,58,58091,"058091"
15045,13320,3,12,58,58091,"058091"
15046,5744,1,1,1,1272,"001272"
15047,5757,1,1,1,1272,"001272"
15048,5748,1,1,1,1272,"001272"
15049,9583,2,8,35,35016,"035016"
15050,9575,2,8,35,35016,"035016"
15051,9578,2,8,35,35016,"035016"
15052,14003,4,18,78,78040,"078040"
15053,14004,4,18,78,78040,"078040"
15054,14002,4,18,78,78040,"078040"
15055,12575,3,9,48,48038,"048038"
15056,12577,3,9,48,48038,"048038"
15057,12576,3,9,48,48038,"048038"
15058,4987,3,12,56,56034,"056034"
15059,4977,3,12,56,56034,"056034"
15060,4972,3,12,56,56034,"056034"
15061,8202,5,19,83,83048,"083048"
15062,8204,5,19,83,83048,"083048"
15063,8203,5,19,83,83048,"083048"
15064,13753,5,20,92,92009,"092009"
15065,13751,5,20,92,92009,"092009"
15066,13752,5,20,92,92009,"092009"
15067,3915,3,12,60,60033,"060033"
15068,3913,3,12,60,60033,"060033"
15069,3914,3,12,60,60033,"060033"
15070,10339,2,5,28,28077,"028077"
15071,10340,2,5,28,28077,"028077"
15072,10338,2,5,28,28077,"028077"
15073,8017,3,12,58,58104,"058104"
15074,8016,3,12,58,58104,"058104"
15075,8015,3,12,58,58104,"058104"
15076,8488,3,12,58,58091,"058091"
15077,8483,3,12,58,58091,"058091"
15078,8486,3,12,58,58091,"058091"
15079,7222,3,12,58,58104,"058104"
15080,7219,3,12,58,58104,"058104"
15081,7225,3,12,58,58104,"058104"
15082,12425,2,8,37,37028,"037028"
15083,12419,2,8,37,37028,"037028"
15084,12417,2,8,37,37028,"037028"
15085,7389,3,12,58,58091,"058091"
15086,7388,3,12,58,58091,"058091"
15087,7391,3,12,58,58091,"058091"
15088,7028,2,5,24,24105,"024105"
15089,7014,2,5,24,24105,"024105"
15090,7029,2,5,24,24105,"024105"
15091,12120,2,5,24,24026,"024026"
15092,12122,2,5,24,24026,"024026"
15093,12121,2,5,24,24026,"024026"
15094,12345,4,13,66,66006,"066006"
15095,12347,4,13,66,66006,"066006"
15096,12346,4,13,66,66006,"066006"
15097,4654,2,5,23,23015,"023015"
15098,4646,2,5,23,23015,"023015"
15099,4649,2,5,23,23015,"023015"
15100,12019,5,20,92,92051,"092051"
15101,12021,5,20,92,92051,"092051"
15102,12020,5,20,92,92051,"092051"
15103,13522,1,7,8,8017,"008017"
15104,13520,1,7,8,8017,"008017"
15105,13518,1,7,8,8017,"008017"
15106,14518,3,12,58,58091,"058091"
15107,14520,3,12,58,58091,"058091"
15108,14522,3,12,58,58091,"058091"
15109,677,3,9,46,46018,"046018"
15110,678,3,9,46,46018,"046018"
15111,679,3,9,46,46018,"046018"
15112,11574,1,1,2,2163,"002163"
15113,11568,1,1,2,2163,"002163"
15114,11571,1,1,2,2163,"002163"
15115,13802,5,20,111,111001,"111001"
15116,13804,5,20,111,111001,"111001"
15117,13803,5,20,111,111001,"111001"
15118,11643,3,9,48,48010,"048010"
15119,11646,3,9,48,48010,"048010"
15120,11641,3,9,48,48010,"048010"
15121,7565,3,12,56,56047,"056047"
15122,7552,3,12,56,56047,"056047"
15123,7563,3,12,56,56047,"056047"
15124,12372,4,15,65,65099,"065099"
15125,12373,4,15,65,65099,"065099"
15126,9072,1,1,4,4078,"004078"
15127,9059,1,1,4,4078,"004078"
15128,9069,1,1,4,4078,"004078"
15129,9446,3,11,44,44007,"044007"
15130,9450,3,11,44,44007,"044007"
15131,9453,3,11,44,44007,"044007"
15132,9020,2,5,23,23015,"023015"
15133,9023,2,5,23,23015,"023015"
15134,9015,2,5,23,23015,"023015"
15135,6024,4,15,63,63003,"063003"
15136,6023,4,15,63,63003,"063003"
15137,6025,4,15,63,63003,"063003"
15138,2546,5,19,83,83009,"083009"
15139,2544,5,19,83,83009,"083009"
15140,2545,5,19,83,83009,"083009"
15141,10936,1,1,4,4078,"004078"
15142,10930,1,1,4,4078,"004078"
15143,10933,1,1,4,4078,"004078"
15144,15186,4,15,65,65099,"065099"
15145,15193,4,15,65,65099,"065099"
15146,15197,4,15,65,65099,"065099"
15147,13343,5,19,83,83048,"083048"
15148,13344,5,19,83,83048,"083048"
15149,13350,5,19,83,83048,"083048"
15150,12402,5,19,82,82029,"082029"
15151,12404,5,19,82,82029,"082029"
15152,12403,5,19,82,82029,"082029"
15153,9258,5,19,82,82049,"082049"
15154,9252,5,19,82,82049,"082049"
15155,9248,5,19,82,82049,"082049"
15156,6038,1,1,1,1272,"001272"
15157,6037,1,1,1,1272,"001272"
15158,6039,1,1,1,1272,"001272"
15159,10675,3,10,54,54056,"054056"
15160,10676,3,10,54,54056,"054056"
15161,10677,3,10,54,54056,"054056"
15162,4480,1,3,12,12048,"012048"
15163,4477,1,3,12,12048,"012048"
15164,4481,1,3,12,12048,"012048"
15165,6773,1,3,15,15154,"015154"
15166,6771,1,3,15,15154,"015154"
15167,6767,1,3,15,15154,"015154"
15168,4627,1,3,19,19021,"019021"
15169,4630,1,3,19,19021,"019021"
15170,4624,1,3,19,19021,"019021"
15171,184,1,3,15,15154,"015154"
15172,183,1,3,15,15154,"015154"
15173,182,1,3,15,15154,"015154"
15174,12291,1,3,15,15085,"015085"
15175,12290,1,3,15,15085,"015085"
15176,12292,1,3,15,15085,"015085"
15177,7215,1,3,17,17198,"017198"
15178,7217,1,3,17,17198,"017198"
15179,7218,1,3,17,17198,"017198"
15180,8505,2,5,26,26049,"026049"
15181,8514,2,5,26,26049,"026049"
15182,8510,2,5,26,26049,"026049"
15183,1558,1,3,15,15146,"015146"
15184,1559,1,3,15,15146,"015146"
15185,4580,1,1,1,1098,"001098"
15186,4572,1,1,1,1098,"001098"
15187,4575,1,1,1,1098,"001098"
15188,5508,1,3,12,12116,"012116"
15189,5517,1,3,12,12116,"012116"
15190,5514,1,3,12,12116,"012116"
15191,8753,2,8,37,37032,"037032"
15192,8752,2,8,37,37032,"037032"
15193,8755,2,8,37,37032,"037032"
15194,8747,2,8,37,37032,"037032"
15195,8771,2,8,37,37061,"037061"
15196,8768,2,8,37,37061,"037061"
15197,8774,2,8,37,37061,"037061"
15198,8421,1,3,108,108033,"108033"
15199,8413,1,3,108,108033,"108033"
15200,8419,1,3,108,108033,"108033"
15201,8415,1,3,108,108033,"108033"
15202,12244,3,12,58,58091,"058091"
15203,5426,4,16,72,72020,"072020"
15204,7007,4,16,110,110004,"110004"
15205,663,4,13,66,66049,"066049"
15206,14016,3,9,53,53014,"053014"
15207,12391,3,9,53,53014,"053014"
15208,12500,4,13,66,66049,"066049"
15209,1388,5,20,90,90047,"090047"
15210,829,5,20,92,92009,"092009"
15211,2250,5,20,90,90047,"090047"
15212,185,3,12,58,58091,"058091"
15213,3065,3,12,58,58091,"058091"
15214,6429,1,1,2,2163,"002163"
15215,8798,4,16,72,72006,"072006"
15216,9854,4,16,72,72006,"072006"
15217,3070,4,16,72,72006,"072006"
15218,15124,2,5,27,27042,"027042"
15219,13859,3,11,44,44007,"044007"
15220,12992,3,11,44,44007,"044007"
15221,11259,3,10,54,54001,"054001"
15222,1667,3,10,54,54001,"054001"
15223,8088,3,11,44,44007,"044007"
15224,4146,3,10,54,54039,"054039"
15225,12705,3,10,54,54039,"054039"
15226,4071,3,10,54,54039,"054039"
15227,12128,3,10,54,54001,"054001"
15228,10457,3,10,54,54039,"054039"
15229,3357,3,10,54,54039,"054039"
15230,14200,3,10,54,54039,"054039"
15231,7155,2,5,27,27042,"027042"
15232,881,2,5,27,27042,"027042"
15233,9364,1,7,10,10025,"010025"
15234,7314,1,7,10,10025,"010025"
15235,2364,1,7,10,10025,"010025"
15236,13644,2,5,27,27042,"027042"
15237,3729,4,18,78,78045,"078045"
15238,9837,2,5,23,23091,"023091"
15239,13021,2,6,32,32006,"032006"
15240,10882,2,6,32,32006,"032006"
15241,287,2,6,32,32006,"032006"
15242,656,2,6,32,32006,"032006"
15243,3635,1,3,15,15146,"015146"
15244,4441,2,6,32,32006,"032006"
15245,7796,2,6,32,32006,"032006"
15246,12800,1,3,15,15146,"015146"
15247,12974,1,3,15,15146,"015146"
15248,2826,2,5,27,27042,"027042"
15249,8040,2,5,23,23091,"023091"
15250,1637,2,8,37,37006,"037006"
15251,12955,2,8,37,37006,"037006"
15252,12805,2,8,37,37006,"037006"
15253,10644,3,12,58,58091,"058091"
15254,13931,4,18,78,78045,"078045"
15255,5475,4,18,78,78045,"078045"
15256,47,3,12,58,58091,"058091"
15257,1311,2,5,23,23091,"023091"
15258,14499,2,5,23,23091,"023091"
15259,1881,2,5,23,23091,"023091"
15260,4327,2,5,23,23091,"023091"
15261,11555,3,12,58,58091,"058091"
15262,14552,4,15,65,65116,"065116"
15263,14556,4,15,65,65116,"065116"
15264,426,1,1,2,2032,"002032"
15265,427,1,1,2,2032,"002032"
15266,3034,2,5,23,23022,"023022"
15267,3032,2,5,23,23022,"023022"
15268,8479,2,5,23,23091,"023091"
15269,8476,2,5,23,23091,"023091"
15270,2619,4,15,63,63057,"063057"
15271,2620,4,15,63,63057,"063057"
15272,7717,4,15,63,63059,"063059"
15273,7715,4,15,63,63059,"063059"
15274,2880,4,15,63,63035,"063035"
15275,2882,4,15,63,63035,"063035"
15276,12709,3,12,58,58104,"058104"
15277,12708,3,12,58,58104,"058104"
15278,11951,1,3,15,15146,"015146"
15279,11953,1,3,15,15146,"015146"
15280,15105,3,12,58,58091,"058091"
15281,15099,3,12,58,58091,"058091"
15282,10237,4,13,67,67041,"067041"
15283,10236,4,13,67,67041,"067041"
15284,3769,2,6,93,93025,"093025"
15285,3768,2,6,93,93025,"093025"
15286,37,3,12,58,58091,"058091"
15287,38,3,12,58,58091,"058091"
15288,3651,4,15,65,65152,"065152"
15289,3650,4,15,65,65152,"065152"
15290,14365,4,15,63,63057,"063057"
15291,14364,4,15,63,63057,"063057"
15292,2334,5,20,92,92105,"092105"
15293,2335,5,20,92,92105,"092105"
15294,8952,5,20,92,92051,"092051"
15295,8956,5,20,92,92051,"092051"
15296,8675,3,12,58,58091,"058091"
15297,8672,3,12,58,58091,"058091"
15298,7398,5,20,92,92105,"092105"
15299,7401,5,20,92,92105,"092105"
15300,4841,1,1,5,5072,"005072"
15301,4845,1,1,5,5072,"005072"
15302,3887,5,20,92,92105,"092105"
15303,3886,5,20,92,92105,"092105"
15304,5502,3,9,48,48005,"048005"
15305,5505,3,9,48,48005,"048005"
15306,7075,1,3,16,16246,"016246"
15307,7073,1,3,16,16246,"016246"
15308,5656,3,10,54,54024,"054024"
15309,5657,3,10,54,54024,"054024"
15310,5058,3,11,43,43057,"043057"
15311,5062,3,11,43,43057,"043057"
15312,4288,3,9,47,47005,"047005"
15313,4287,3,9,47,47005,"047005"
15314,6560,3,9,48,48005,"048005"
15315,6554,3,9,48,48005,"048005"
15316,6567,4,15,63,63081,"063081"
15317,6569,4,15,63,63081,"063081"
15318,14885,5,20,111,111034,"111034"
15319,14889,5,20,111,111034,"111034"
15320,10415,4,16,75,75035,"075035"
15321,10419,4,16,75,75035,"075035"
15322,4224,4,13,66,66053,"066053"
15323,4225,4,13,66,66053,"066053"
15324,6322,5,20,92,92050,"092050"
15325,6323,5,20,92,92050,"092050"
15326,4062,5,19,81,81008,"081008"
15327,4061,5,19,81,81008,"081008"
15328,5727,3,10,54,54018,"054018"
15329,5734,3,10,54,54018,"054018"
15330,3909,1,3,17,17184,"017184"
15331,3910,1,3,17,17184,"017184"
15332,5621,2,5,27,27021,"027021"
15333,5622,2,5,27,27021,"027021"
15334,1020,3,9,46,46013,"046013"
15335,1021,3,9,46,46013,"046013"
15336,4229,5,20,95,95038,"095038"
15337,4230,5,20,95,95038,"095038"
15338,6641,1,3,15,15146,"015146"
15339,6638,1,3,15,15146,"015146"
15340,5489,3,9,49,49007,"049007"
15341,5486,3,9,49,49007,"049007"
15342,7970,3,9,50,50009,"050009"
15343,7969,3,9,50,50009,"050009"
15344,6606,1,3,15,15146,"015146"
15345,6605,1,3,15,15146,"015146"
15346,6293,1,3,16,16240,"016240"
15347,6294,1,3,16,16240,"016240"
15348,2299,3,12,58,58091,"058091"
15349,2300,3,12,58,58091,"058091"
15350,148,5,20,91,91051,"091051"
15351,149,5,20,91,91051,"091051"
15352,3552,2,5,26,26086,"026086"
15353,3551,2,5,26,26086,"026086"
15354,3562,1,1,1,1283,"001283"
15355,3563,1,1,1,1283,"001283"
15356,11096,5,20,90,90047,"090047"
15357,11098,5,20,90,90047,"090047"
15358,11938,4,16,73,73010,"073010"
15359,11940,4,16,73,73010,"073010"
15360,12896,1,1,5,5068,"005068"
15361,12898,1,1,5,5068,"005068"
15362,9626,2,5,25,25054,"025054"
15363,9627,2,5,25,25054,"025054"
15364,13467,2,5,26,26055,"026055"
15365,13464,2,5,26,26055,"026055"
15366,11561,1,1,1,1028,"001028"
15367,11559,1,1,1,1028,"001028"
15368,8387,3,9,51,51013,"051013"
15369,8388,3,9,51,51013,"051013"
15370,11884,1,3,15,15081,"015081"
15371,11881,1,3,15,15081,"015081"
15372,2793,1,1,1,1272,"001272"
15373,2792,1,1,1,1272,"001272"
15374,13174,2,5,25,25030,"025030"
15375,13171,2,5,25,25030,"025030"
15376,13601,5,19,83,83007,"083007"
15377,13598,5,19,83,83007,"083007"
15378,11886,2,5,25,25030,"025030"
15379,11888,2,5,25,25030,"025030"
15380,1072,5,19,83,83033,"083033"
15381,1073,5,19,83,83033,"083033"
15382,2042,4,15,62,62029,"062029"
15383,2043,4,15,62,62029,"062029"
15384,9943,4,15,63,63072,"063072"
15385,9944,4,15,63,63072,"063072"
15386,13165,5,19,82,82053,"082053"
15387,13166,5,19,82,82053,"082053"
15388,169,5,19,82,82053,"082053"
15389,168,5,19,82,82053,"082053"
15390,11046,5,19,82,82053,"082053"
15391,11044,5,19,82,82053,"082053"
15392,8389,4,15,63,63084,"063084"
15393,8390,4,15,63,63084,"063084"
15394,5221,5,19,82,82053,"082053"
15395,5225,5,19,82,82053,"082053"
15396,9692,5,19,86,86015,"086015"
15397,9693,5,19,86,86015,"086015"
15398,15600,5,19,82,82053,"082053"
15399,15599,5,19,82,82053,"082053"
15400,13470,5,19,82,82053,"082053"
15401,13474,5,19,82,82053,"082053"
15402,11817,5,19,82,82053,"082053"
15403,11819,5,19,82,82053,"082053"
15404,14243,5,19,83,83049,"083049"
15405,14244,5,19,83,83049,"083049"
15406,9040,5,19,85,85007,"085007"
15407,9038,5,19,85,85007,"085007"
15408,10093,5,19,82,82053,"082053"
15409,10094,5,19,82,82053,"082053"
15410,12129,5,19,82,82053,"082053"
15411,12130,5,19,82,82053,"082053"
15412,10680,5,19,82,82053,"082053"
15413,10681,5,19,82,82053,"082053"
15414,7450,5,19,81,81011,"081011"
15415,7449,5,19,81,81011,"081011"
15416,1286,5,19,81,81011,"081011"
15417,1285,5,19,81,81011,"081011"
15418,10211,5,19,82,82045,"082045"
15419,10212,5,19,82,82045,"082045"
15420,1267,5,19,89,89014,"089014"
15421,1266,5,19,89,89014,"089014"
15422,927,5,19,81,81011,"081011"
15423,929,5,19,81,81011,"081011"
15424,11554,5,19,82,82053,"082053"
15425,11551,5,19,82,82053,"082053"
15426,3419,5,19,83,83063,"083063"
15427,3417,5,19,83,83063,"083063"
15428,2915,5,19,81,81005,"081005"
15429,2916,5,19,81,81005,"081005"
15430,13640,5,19,82,82053,"082053"
15431,13643,5,19,82,82053,"082053"
15432,9005,5,19,87,87035,"087035"
15433,9008,5,19,87,87035,"087035"
15434,12063,5,19,83,83009,"083009"
15435,12064,5,19,83,83009,"083009"
15436,5434,5,19,85,85007,"085007"
15437,5431,5,19,85,85007,"085007"
15438,7037,5,19,82,82067,"082067"
15439,7036,5,19,82,82067,"082067"
15440,10763,5,19,89,89020,"089020"
15441,10764,5,19,89,89020,"089020"
15442,1980,5,19,86,86019,"086019"
15443,1981,5,19,86,86019,"086019"
15444,5081,5,19,82,82067,"082067"
15445,5077,5,19,82,82067,"082067"
15446,13376,5,19,87,87003,"087003"
15447,13363,5,19,87,87003,"087003"
15448,10836,5,19,85,85021,"085021"
15449,10839,5,19,85,85021,"085021"
15450,5056,5,19,82,82053,"082053"
15451,5061,5,19,82,82053,"082053"
15452,1798,2,5,24,24078,"024078"
15453,1799,2,5,24,24078,"024078"
15454,1665,5,20,92,92051,"092051"
15455,1666,5,20,92,92051,"092051"
15456,564,2,5,24,24034,"024034"
15457,565,2,5,24,24034,"024034"
15458,6918,5,20,90,90003,"090003"
15459,6921,5,20,90,90003,"090003"
15460,5290,2,8,37,37031,"037031"
15461,5287,2,8,37,37031,"037031"
15462,5409,5,20,111,111034,"111034"
15463,5414,5,20,111,111034,"111034"
15464,8376,3,12,58,58091,"058091"
15465,8377,3,12,58,58091,"058091"
15466,8426,3,12,59,59011,"059011"
15467,8440,3,12,59,59011,"059011"
15468,5807,3,9,48,48021,"048021"
15469,5803,3,9,48,48021,"048021"
15470,5010,1,3,12,12034,"012034"
15471,5002,1,3,12,12034,"012034"
15472,2188,2,5,28,28034,"028034"
15473,2187,2,5,28,28034,"028034"
15474,2941,4,16,72,72006,"072006"
15475,2953,4,16,72,72006,"072006"
15476,14639,3,11,43,43044,"043044"
15477,14637,3,11,43,43044,"043044"
15478,13837,2,5,23,23012,"023012"
15479,13838,2,5,23,23012,"023012"
15480,3412,2,5,24,24057,"024057"
15481,3414,2,5,24,24057,"024057"
15482,13420,2,5,23,23012,"023012"
15483,13418,2,5,23,23012,"023012"
15484,6783,2,5,26,26086,"026086"
15485,6784,2,5,26,26086,"026086"
15486,5092,5,20,90,90023,"090023"
15487,5097,5,20,90,90023,"090023"
15488,7639,3,12,58,58032,"058032"
15489,7638,3,12,58,58032,"058032"
15490,4742,3,12,58,58091,"058091"
15491,4740,3,12,58,58091,"058091"
15492,7673,3,12,58,58120,"058120"
15493,7677,3,12,58,58120,"058120"
15494,7573,2,8,35,35032,"035032"
15495,7575,2,8,35,35032,"035032"
15496,8209,2,5,28,28037,"028037"
15497,8210,2,5,28,28037,"028037"
15498,7378,4,15,63,63050,"063050"
15499,7380,4,15,63,63050,"063050"
15500,6406,2,8,35,35032,"035032"
15501,6407,2,8,35,35032,"035032"
15502,8881,3,12,58,58091,"058091"
15503,8879,3,12,58,58091,"058091"
15504,11494,3,12,58,58091,"058091"
15505,11492,3,12,58,58091,"058091"
15506,4220,2,5,24,24034,"024034"
15507,4221,2,5,24,24034,"024034"
15508,200,5,20,92,92051,"092051"
15509,199,5,20,92,92051,"092051"
15510,12371,2,5,24,24004,"024004"
15511,12370,2,5,24,24004,"024004"
15512,595,2,4,21,21006,"021006"
15513,594,2,4,21,21006,"021006"
15514,13084,2,8,40,40009,"040009"
15515,13087,2,8,40,40009,"040009"
15516,6330,5,20,90,90003,"090003"
15517,6329,5,20,90,90003,"090003"
15518,5383,5,20,90,90003,"090003"
15519,5372,5,20,90,90003,"090003"
15520,6175,3,12,58,58091,"058091"
15521,6176,3,12,58,58091,"058091"
15522,4070,3,12,58,58091,"058091"
15523,4069,3,12,58,58091,"058091"
15524,3726,3,12,58,58091,"058091"
15525,3725,3,12,58,58091,"058091"
15526,10967,3,12,58,58091,"058091"
15527,10965,3,12,58,58091,"058091"
15528,5267,1,3,17,17050,"017050"
15529,5270,1,3,17,17050,"017050"
15530,3225,2,5,24,24034,"024034"
15531,3227,2,5,24,24034,"024034"
15532,7166,1,3,17,17135,"017135"
15533,7162,1,3,17,17135,"017135"
15534,4567,5,19,86,86002,"086002"
15535,4565,5,19,86,86002,"086002"
15536,14381,3,9,50,50006,"050006"
15537,14380,3,9,50,50006,"050006"
15538,6572,2,5,24,24034,"024034"
15539,6574,2,5,24,24034,"024034"
15540,1323,5,20,90,90023,"090023"
15541,1322,5,20,90,90023,"090023"
15542,6270,2,5,24,24105,"024105"
15543,6271,2,5,24,24105,"024105"
15544,9286,1,3,16,16030,"016030"
15545,9298,1,3,16,16030,"016030"
15546,12047,1,3,19,19050,"019050"
15547,12048,1,3,19,19050,"019050"
15548,10588,1,3,19,19033,"019033"
15549,10589,1,3,19,19033,"019033"
15550,4000,1,3,19,19068,"019068"
15551,3999,1,3,19,19068,"019068"
15552,8443,3,12,58,58079,"058079"
15553,8445,3,12,58,58079,"058079"
15554,8110,1,1,1,1090,"001090"
15555,8109,1,1,1,1090,"001090"
15556,9148,3,12,58,58091,"058091"
15557,9145,3,12,58,58091,"058091"
15558,5950,1,3,19,19068,"019068"
15559,5953,1,3,19,19068,"019068"
15560,5637,1,1,5,5017,"005017"
15561,5635,1,1,5,5017,"005017"
15562,7972,1,3,15,15146,"015146"
15563,7971,1,3,15,15146,"015146"
15564,10527,1,3,19,19093,"019093"
15565,10526,1,3,19,19093,"019093"
15566,13159,5,20,90,90003,"090003"
15567,13162,5,20,90,90003,"090003"
15568,7843,3,12,60,60038,"060038"
15569,7844,3,12,60,60038,"060038"
15570,13127,5,20,92,92066,"092066"
15571,13126,5,20,92,92066,"092066"
15572,9216,5,20,90,90023,"090023"
15573,9214,5,20,90,90023,"090023"
15574,6559,1,3,15,15146,"015146"
15575,6561,1,3,15,15146,"015146"
15576,8175,3,12,58,58072,"058072"
15577,8176,3,12,58,58072,"058072"
15578,3864,5,20,92,92051,"092051"
15579,3865,5,20,92,92051,"092051"
15580,6092,3,10,54,54015,"054015"
15581,6093,3,10,54,54015,"054015"
15582,5333,5,20,92,92066,"092066"
15583,5335,5,20,92,92066,"092066"
15584,14149,5,20,92,92051,"092051"
15585,14150,5,20,92,92051,"092051"
15586,11086,4,15,63,63084,"063084"
15587,11084,4,15,63,63084,"063084"
15588,83,2,5,24,24012,"024012"
15589,82,2,5,24,24012,"024012"
15590,3394,5,20,92,92051,"092051"
15591,3396,5,20,92,92051,"092051"
15592,1279,2,5,24,24012,"024012"
15593,1280,2,5,24,24012,"024012"
15594,6584,3,10,54,54015,"054015"
15595,6578,3,10,54,54015,"054015"
15596,5103,3,11,43,43044,"043044"
15597,5100,3,11,43,43044,"043044"
15598,7946,3,11,44,44023,"044023"
15599,7947,3,11,44,44023,"044023"
15600,9431,3,10,54,54015,"054015"
15601,9435,3,10,54,54015,"054015"
15602,3049,3,9,52,52023,"052023"
15603,3053,3,9,52,52023,"052023"
15604,2751,3,9,53,53013,"053013"
15605,2752,3,9,53,53013,"053013"
15606,8475,3,10,54,54017,"054017"
15607,8471,3,10,54,54017,"054017"
15608,9447,2,8,99,99014,"099014"
15609,9456,2,8,99,99014,"099014"
15610,5133,3,12,58,58091,"058091"
15611,5136,3,12,58,58091,"058091"
15612,6426,3,10,54,54015,"054015"
15613,6430,3,10,54,54015,"054015"
15614,5178,5,19,82,82049,"082049"
15615,5175,5,19,82,82049,"082049"
15616,5520,3,12,58,58091,"058091"
15617,5524,3,12,58,58091,"058091"
15618,4485,1,3,15,15146,"015146"
15619,4479,1,3,15,15146,"015146"
15620,5291,3,12,58,58091,"058091"
15621,5278,3,12,58,58091,"058091"
15622,4367,2,4,22,22143,"022143"
15623,4368,2,4,22,22143,"022143"
15624,4650,1,7,10,10025,"010025"
15625,4647,1,7,10,10025,"010025"
15626,11880,2,6,30,30109,"030109"
15627,11877,2,6,30,30109,"030109"
15628,9158,3,12,58,58091,"058091"
15629,9156,3,12,58,58091,"058091"
15630,3988,5,20,92,92051,"092051"
15631,4003,5,20,92,92051,"092051"
15632,6387,5,20,92,92051,"092051"
15633,6388,5,20,92,92051,"092051"
15634,7327,5,19,82,82054,"082054"
15635,7336,5,19,82,82054,"082054"
15636,4246,3,12,58,58091,"058091"
15637,4245,3,12,58,58091,"058091"
15638,7337,5,20,92,92066,"092066"
15639,7342,5,20,92,92066,"092066"
15640,5118,5,20,92,92051,"092051"
15641,5121,5,20,92,92051,"092051"
15642,13333,5,20,92,92051,"092051"
15643,13337,5,20,92,92051,"092051"
15644,3953,5,20,111,111001,"111001"
15645,3954,5,20,111,111001,"111001"
15646,6925,5,20,92,92051,"092051"
15647,6923,5,20,92,92051,"092051"
