_link,_link_main,weekday,period_begin,period_end
13112.location.opening_times.regular_hours.6,13112,5,06:00,18:00
13113.location.opening_times.regular_hours.0,13113,7,06:00,18:00
13113.location.opening_times.regular_hours.1,13113,1,06:00,18:00
13113.location.opening_times.regular_hours.2,13113,2,06:00,18:00
13113.location.opening_times.regular_hours.3,13113,6,06:00,18:00
13113.location.opening_times.regular_hours.4,13113,3,06:00,18:00
13113.location.opening_times.regular_hours.5,13113,5,06:00,18:00
13113.location.opening_times.regular_hours.6,13113,4,06:00,18:00
13114.location.opening_times.regular_hours.0,13114,7,06:00,18:00
13114.location.opening_times.regular_hours.1,13114,1,06:00,18:00
13114.location.opening_times.regular_hours.2,13114,2,06:00,18:00
13114.location.opening_times.regular_hours.3,13114,6,06:00,18:00
13114.location.opening_times.regular_hours.4,13114,3,06:00,18:00
13114.location.opening_times.regular_hours.5,13114,5,06:00,18:00
13114.location.opening_times.regular_hours.6,13114,4,06:00,18:00
13121.location.opening_times.regular_hours.0,13121,7,06:00,18:00
13121.location.opening_times.regular_hours.1,13121,1,06:00,18:00
13121.location.opening_times.regular_hours.2,13121,2,06:00,18:00
13121.location.opening_times.regular_hours.3,13121,6,06:00,18:00
13121.location.opening_times.regular_hours.4,13121,3,06:00,18:00
13121.location.opening_times.regular_hours.5,13121,5,06:00,18:00
13121.location.opening_times.regular_hours.6,13121,4,06:00,18:00
13122.location.opening_times.regular_hours.0,13122,7,06:00,18:00
13122.location.opening_times.regular_hours.1,13122,1,06:00,18:00
13122.location.opening_times.regular_hours.2,13122,2,06:00,18:00
13122.location.opening_times.regular_hours.3,13122,6,06:00,18:00
13122.location.opening_times.regular_hours.4,13122,3,06:00,18:00
13122.location.opening_times.regular_hours.5,13122,5,06:00,18:00
13122.location.opening_times.regular_hours.6,13122,4,06:00,18:00
13265.location.opening_times.regular_hours.0,13265,4,06:00,18:00
13265.location.opening_times.regular_hours.1,13265,1,06:00,18:00
13265.location.opening_times.regular_hours.2,13265,6,06:00,18:00
13265.location.opening_times.regular_hours.3,13265,2,06:00,18:00
13265.location.opening_times.regular_hours.4,13265,3,06:00,18:00
13265.location.opening_times.regular_hours.5,13265,7,06:00,18:00
13265.location.opening_times.regular_hours.6,13265,5,06:00,18:00
13266.location.opening_times.regular_hours.0,13266,4,06:00,18:00
13266.location.opening_times.regular_hours.1,13266,1,06:00,18:00
13266.location.opening_times.regular_hours.2,13266,6,06:00,18:00
13266.location.opening_times.regular_hours.3,13266,2,06:00,18:00
13266.location.opening_times.regular_hours.4,13266,3,06:00,18:00
13266.location.opening_times.regular_hours.5,13266,7,06:00,18:00
13266.location.opening_times.regular_hours.6,13266,5,06:00,18:00
13562.location.opening_times.regular_hours.0,13562,4,06:00,18:00
13562.location.opening_times.regular_hours.1,13562,1,06:00,18:00
13562.location.opening_times.regular_hours.2,13562,7,06:00,18:00
13562.location.opening_times.regular_hours.3,13562,6,06:00,18:00
13562.location.opening_times.regular_hours.4,13562,5,06:00,18:00
13562.location.opening_times.regular_hours.5,13562,3,06:00,18:00
13562.location.opening_times.regular_hours.6,13562,2,06:00,18:00
13563.location.opening_times.regular_hours.0,13563,4,06:00,18:00
13563.location.opening_times.regular_hours.1,13563,1,06:00,18:00
13563.location.opening_times.regular_hours.2,13563,7,06:00,18:00
13563.location.opening_times.regular_hours.3,13563,6,06:00,18:00
13563.location.opening_times.regular_hours.4,13563,5,06:00,18:00
13563.location.opening_times.regular_hours.5,13563,3,06:00,18:00
13563.location.opening_times.regular_hours.6,13563,2,06:00,18:00
13630.location.opening_times.regular_hours.0,13630,2,06:00,18:00
13630.location.opening_times.regular_hours.1,13630,4,06:00,18:00
13630.location.opening_times.regular_hours.2,13630,5,06:00,18:00
13630.location.opening_times.regular_hours.3,13630,1,06:00,18:00
13630.location.opening_times.regular_hours.4,13630,6,06:00,18:00
13630.location.opening_times.regular_hours.5,13630,7,06:00,18:00
13630.location.opening_times.regular_hours.6,13630,3,06:00,18:00
13631.location.opening_times.regular_hours.0,13631,2,06:00,18:00
13631.location.opening_times.regular_hours.1,13631,4,06:00,18:00
13631.location.opening_times.regular_hours.2,13631,5,06:00,18:00
13631.location.opening_times.regular_hours.3,13631,1,06:00,18:00
13631.location.opening_times.regular_hours.4,13631,6,06:00,18:00
13631.location.opening_times.regular_hours.5,13631,7,06:00,18:00
13631.location.opening_times.regular_hours.6,13631,3,06:00,18:00
13632.location.opening_times.regular_hours.0,13632,2,06:00,18:00
13632.location.opening_times.regular_hours.1,13632,4,06:00,18:00
13632.location.opening_times.regular_hours.2,13632,5,06:00,18:00
13632.location.opening_times.regular_hours.3,13632,1,06:00,18:00
13632.location.opening_times.regular_hours.4,13632,6,06:00,18:00
13632.location.opening_times.regular_hours.5,13632,7,06:00,18:00
13632.location.opening_times.regular_hours.6,13632,3,06:00,18:00
13633.location.opening_times.regular_hours.0,13633,2,06:00,18:00
13633.location.opening_times.regular_hours.1,13633,4,06:00,18:00
13633.location.opening_times.regular_hours.2,13633,5,06:00,18:00
13633.location.opening_times.regular_hours.3,13633,1,06:00,18:00
13633.location.opening_times.regular_hours.4,13633,6,06:00,18:00
13633.location.opening_times.regular_hours.5,13633,7,06:00,18:00
13633.location.opening_times.regular_hours.6,13633,3,06:00,18:00
13634.location.opening_times.regular_hours.0,13634,2,06:00,18:00
13634.location.opening_times.regular_hours.1,13634,4,06:00,18:00
13634.location.opening_times.regular_hours.2,13634,5,06:00,18:00
13634.location.opening_times.regular_hours.3,13634,1,06:00,18:00
13634.location.opening_times.regular_hours.4,13634,6,06:00,18:00
13634.location.opening_times.regular_hours.5,13634,7,06:00,18:00
13634.location.opening_times.regular_hours.6,13634,3,06:00,18:00
13635.location.opening_times.regular_hours.0,13635,2,06:00,18:00
13635.location.opening_times.regular_hours.1,13635,4,06:00,18:00
13635.location.opening_times.regular_hours.2,13635,5,06:00,18:00
13635.location.opening_times.regular_hours.3,13635,1,06:00,18:00
13635.location.opening_times.regular_hours.4,13635,6,06:00,18:00
13635.location.opening_times.regular_hours.5,13635,7,06:00,18:00
13635.location.opening_times.regular_hours.6,13635,3,06:00,18:00
13636.location.opening_times.regular_hours.0,13636,2,06:00,18:00
13636.location.opening_times.regular_hours.1,13636,4,06:00,18:00
13636.location.opening_times.regular_hours.2,13636,5,06:00,18:00
13636.location.opening_times.regular_hours.3,13636,1,06:00,18:00
13636.location.opening_times.regular_hours.4,13636,6,06:00,18:00
13636.location.opening_times.regular_hours.5,13636,7,06:00,18:00
13636.location.opening_times.regular_hours.6,13636,3,06:00,18:00
13637.location.opening_times.regular_hours.0,13637,2,06:00,18:00
13637.location.opening_times.regular_hours.1,13637,4,06:00,18:00
13637.location.opening_times.regular_hours.2,13637,5,06:00,18:00
13637.location.opening_times.regular_hours.3,13637,1,06:00,18:00
13637.location.opening_times.regular_hours.4,13637,6,06:00,18:00
13637.location.opening_times.regular_hours.5,13637,7,06:00,18:00
13637.location.opening_times.regular_hours.6,13637,3,06:00,18:00
13638.location.opening_times.regular_hours.0,13638,2,06:00,18:00
13638.location.opening_times.regular_hours.1,13638,4,06:00,18:00
13638.location.opening_times.regular_hours.2,13638,5,06:00,18:00
13638.location.opening_times.regular_hours.3,13638,1,06:00,18:00
13638.location.opening_times.regular_hours.4,13638,6,06:00,18:00
13638.location.opening_times.regular_hours.5,13638,7,06:00,18:00
13638.location.opening_times.regular_hours.6,13638,3,06:00,18:00
13639.location.opening_times.regular_hours.0,13639,2,06:00,18:00
13639.location.opening_times.regular_hours.1,13639,4,06:00,18:00
13639.location.opening_times.regular_hours.2,13639,5,06:00,18:00
13639.location.opening_times.regular_hours.3,13639,1,06:00,18:00
13639.location.opening_times.regular_hours.4,13639,6,06:00,18:00
13639.location.opening_times.regular_hours.5,13639,7,06:00,18:00
13639.location.opening_times.regular_hours.6,13639,3,06:00,18:00
13662.location.opening_times.regular_hours.0,13662,2,06:00,18:00
13662.location.opening_times.regular_hours.1,13662,4,06:00,18:00
13662.location.opening_times.regular_hours.2,13662,5,06:00,18:00
13662.location.opening_times.regular_hours.3,13662,1,06:00,18:00
13662.location.opening_times.regular_hours.4,13662,6,06:00,18:00
13662.location.opening_times.regular_hours.5,13662,7,06:00,18:00
13662.location.opening_times.regular_hours.6,13662,3,06:00,18:00
13663.location.opening_times.regular_hours.0,13663,2,06:00,18:00
13663.location.opening_times.regular_hours.1,13663,4,06:00,18:00
13663.location.opening_times.regular_hours.2,13663,5,06:00,18:00
13663.location.opening_times.regular_hours.3,13663,1,06:00,18:00
13663.location.opening_times.regular_hours.4,13663,6,06:00,18:00
13663.location.opening_times.regular_hours.5,13663,7,06:00,18:00
13663.location.opening_times.regular_hours.6,13663,3,06:00,18:00
13664.location.opening_times.regular_hours.0,13664,2,06:00,18:00
13664.location.opening_times.regular_hours.1,13664,4,06:00,18:00
13664.location.opening_times.regular_hours.2,13664,5,06:00,18:00
13664.location.opening_times.regular_hours.3,13664,1,06:00,18:00
13664.location.opening_times.regular_hours.4,13664,6,06:00,18:00
13664.location.opening_times.regular_hours.5,13664,7,06:00,18:00
13664.location.opening_times.regular_hours.6,13664,3,06:00,18:00
13665.location.opening_times.regular_hours.0,13665,2,06:00,18:00
13665.location.opening_times.regular_hours.1,13665,4,06:00,18:00
13665.location.opening_times.regular_hours.2,13665,5,06:00,18:00
13665.location.opening_times.regular_hours.3,13665,1,06:00,18:00
13665.location.opening_times.regular_hours.4,13665,6,06:00,18:00
13665.location.opening_times.regular_hours.5,13665,7,06:00,18:00
13665.location.opening_times.regular_hours.6,13665,3,06:00,18:00
13666.location.opening_times.regular_hours.0,13666,2,06:00,18:00
13666.location.opening_times.regular_hours.1,13666,4,06:00,18:00
13666.location.opening_times.regular_hours.2,13666,5,06:00,18:00
13666.location.opening_times.regular_hours.3,13666,1,06:00,18:00
13666.location.opening_times.regular_hours.4,13666,6,06:00,18:00
13666.location.opening_times.regular_hours.5,13666,7,06:00,18:00
13666.location.opening_times.regular_hours.6,13666,3,06:00,18:00
13667.location.opening_times.regular_hours.0,13667,2,06:00,18:00
13667.location.opening_times.regular_hours.1,13667,4,06:00,18:00
13667.location.opening_times.regular_hours.2,13667,5,06:00,18:00
13667.location.opening_times.regular_hours.3,13667,1,06:00,18:00
13667.location.opening_times.regular_hours.4,13667,6,06:00,18:00
13667.location.opening_times.regular_hours.5,13667,7,06:00,18:00
13667.location.opening_times.regular_hours.6,13667,3,06:00,18:00
13670.location.opening_times.regular_hours.0,13670,2,06:00,18:00
13670.location.opening_times.regular_hours.1,13670,4,06:00,18:00
13670.location.opening_times.regular_hours.2,13670,5,06:00,18:00
13670.location.opening_times.regular_hours.3,13670,1,06:00,18:00
13670.location.opening_times.regular_hours.4,13670,6,06:00,18:00
13670.location.opening_times.regular_hours.5,13670,7,06:00,18:00
13670.location.opening_times.regular_hours.6,13670,3,06:00,18:00
13671.location.opening_times.regular_hours.0,13671,2,06:00,18:00
13671.location.opening_times.regular_hours.1,13671,4,06:00,18:00
13671.location.opening_times.regular_hours.2,13671,5,06:00,18:00
13671.location.opening_times.regular_hours.3,13671,1,06:00,18:00
13671.location.opening_times.regular_hours.4,13671,6,06:00,18:00
13671.location.opening_times.regular_hours.5,13671,7,06:00,18:00
13671.location.opening_times.regular_hours.6,13671,3,06:00,18:00
13672.location.opening_times.regular_hours.0,13672,2,06:00,18:00
13672.location.opening_times.regular_hours.1,13672,4,06:00,18:00
13672.location.opening_times.regular_hours.2,13672,5,06:00,18:00
13672.location.opening_times.regular_hours.3,13672,1,06:00,18:00
13672.location.opening_times.regular_hours.4,13672,6,06:00,18:00
13672.location.opening_times.regular_hours.5,13672,7,06:00,18:00
13672.location.opening_times.regular_hours.6,13672,3,06:00,18:00
13673.location.opening_times.regular_hours.0,13673,2,06:00,18:00
13673.location.opening_times.regular_hours.1,13673,4,06:00,18:00
13673.location.opening_times.regular_hours.2,13673,5,06:00,18:00
13673.location.opening_times.regular_hours.3,13673,1,06:00,18:00
13673.location.opening_times.regular_hours.4,13673,6,06:00,18:00
13673.location.opening_times.regular_hours.5,13673,7,06:00,18:00
13673.location.opening_times.regular_hours.6,13673,3,06:00,18:00
13674.location.opening_times.regular_hours.0,13674,2,06:00,18:00
13674.location.opening_times.regular_hours.1,13674,4,06:00,18:00
13674.location.opening_times.regular_hours.2,13674,5,06:00,18:00
13674.location.opening_times.regular_hours.3,13674,1,06:00,18:00
13674.location.opening_times.regular_hours.4,13674,6,06:00,18:00
13674.location.opening_times.regular_hours.5,13674,7,06:00,18:00
13674.location.opening_times.regular_hours.6,13674,3,06:00,18:00
13675.location.opening_times.regular_hours.0,13675,2,06:00,18:00
13675.location.opening_times.regular_hours.1,13675,4,06:00,18:00
13675.location.opening_times.regular_hours.2,13675,5,06:00,18:00
13675.location.opening_times.regular_hours.3,13675,1,06:00,18:00
13675.location.opening_times.regular_hours.4,13675,6,06:00,18:00
13675.location.opening_times.regular_hours.5,13675,7,06:00,18:00
13675.location.opening_times.regular_hours.6,13675,3,06:00,18:00
13676.location.opening_times.regular_hours.0,13676,2,06:00,18:00
13676.location.opening_times.regular_hours.1,13676,4,06:00,18:00
13676.location.opening_times.regular_hours.2,13676,5,06:00,18:00
13676.location.opening_times.regular_hours.3,13676,1,06:00,18:00
13676.location.opening_times.regular_hours.4,13676,6,06:00,18:00
13676.location.opening_times.regular_hours.5,13676,7,06:00,18:00
13676.location.opening_times.regular_hours.6,13676,3,06:00,18:00
13677.location.opening_times.regular_hours.0,13677,2,06:00,18:00
13677.location.opening_times.regular_hours.1,13677,4,06:00,18:00
13677.location.opening_times.regular_hours.2,13677,5,06:00,18:00
13677.location.opening_times.regular_hours.3,13677,1,06:00,18:00
13677.location.opening_times.regular_hours.4,13677,6,06:00,18:00
13677.location.opening_times.regular_hours.5,13677,7,06:00,18:00
13677.location.opening_times.regular_hours.6,13677,3,06:00,18:00
13680.location.opening_times.regular_hours.0,13680,2,06:00,18:00
13680.location.opening_times.regular_hours.1,13680,4,06:00,18:00
13680.location.opening_times.regular_hours.2,13680,5,06:00,18:00
13680.location.opening_times.regular_hours.3,13680,1,06:00,18:00
13680.location.opening_times.regular_hours.4,13680,6,06:00,18:00
13680.location.opening_times.regular_hours.5,13680,7,06:00,18:00
13680.location.opening_times.regular_hours.6,13680,3,06:00,18:00
13681.location.opening_times.regular_hours.0,13681,2,06:00,18:00
13681.location.opening_times.regular_hours.1,13681,4,06:00,18:00
13681.location.opening_times.regular_hours.2,13681,5,06:00,18:00
13681.location.opening_times.regular_hours.3,13681,1,06:00,18:00
13681.location.opening_times.regular_hours.4,13681,6,06:00,18:00
13681.location.opening_times.regular_hours.5,13681,7,06:00,18:00
13681.location.opening_times.regular_hours.6,13681,3,06:00,18:00
13684.location.opening_times.regular_hours.0,13684,2,06:00,18:00
13684.location.opening_times.regular_hours.1,13684,4,06:00,18:00
13684.location.opening_times.regular_hours.2,13684,5,06:00,18:00
13684.location.opening_times.regular_hours.3,13684,1,06:00,18:00
