_link,_link_main,standard,power_type,max_electric_power
30477.connectors.0,30477,CHADEMO,DC,62000
30478.connectors.0,30478,IEC_62196_T2,AC_3_PHASE,22000
30479.connectors.0,30479,IEC_62196_T2_COMBO,DC,75000
30480.connectors.0,30480,CHADEMO,DC,62000
30481.connectors.0,30481,IEC_62196_T2,AC_3_PHASE,22000
30482.connectors.0,30482,IEC_62196_T2_COMBO,DC,99000
30483.connectors.0,30483,IEC_62196_T2_COMBO,DC,99000
30484.connectors.0,30484,IEC_62196_T2_COMBO,DC,99000
30485.connectors.0,30485,IEC_62196_T2_COMBO,DC,99000
30486.connectors.0,30486,IEC_62196_T2_COMBO,DC,75000
30487.connectors.0,30487,CHADEMO,DC,62000
30488.connectors.0,30488,IEC_62196_T2,AC_3_PHASE,22000
30489.connectors.0,30489,IEC_62196_T2_COMBO,DC,75000
30490.connectors.0,30490,CHADEMO,DC,50000
30491.connectors.0,30491,IEC_62196_T2_COMBO,DC,50000
30492.connectors.0,30492,CHADEMO,DC,50000
30493.connectors.0,30493,IEC_62196_T2,AC_3_PHASE,22000
30494.connectors.0,30494,IEC_62196_T2_COMBO,DC,75000
30495.connectors.0,30495,CHADEMO,DC,62000
30496.connectors.0,30496,IEC_62196_T2,AC_3_PHASE,22000
30497.connectors.0,30497,IEC_62196_T2_COMBO,DC,75000
30498.connectors.0,30498,CHADEMO,DC,62000
30499.connectors.0,30499,IEC_62196_T2,AC_3_PHASE,22000
30500.connectors.0,30500,IEC_62196_T2_COMBO,DC,75000
30501.connectors.0,30501,CHADEMO,DC,62000
30502.connectors.0,30502,IEC_62196_T2,AC_3_PHASE,22000
30503.connectors.0,30503,IEC_62196_T2_COMBO,DC,50000
30504.connectors.0,30504,CHADEMO,DC,50000
30505.connectors.0,30505,IEC_62196_T2,AC_3_PHASE,22000
30506.connectors.0,30506,IEC_62196_T2_COMBO,DC,25000
30507.connectors.0,30507,CHADEMO,DC,25000
30508.connectors.0,30508,IEC_62196_T2,AC_3_PHASE,22000
30509.connectors.0,30509,IEC_62196_T2_COMBO,DC,50000
30510.connectors.0,30510,CHADEMO,DC,50000
30511.connectors.0,30511,IEC_62196_T2,AC_3_PHASE,22000
30512.connectors.0,30512,IEC_62196_T2_COMBO,DC,72000
30513.connectors.0,30513,CHADEMO,DC,62000
30514.connectors.0,30514,IEC_62196_T2,AC_3_PHASE,22000
30515.connectors.0,30515,IEC_62196_T2_COMBO,DC,75000
30516.connectors.0,30516,CHADEMO,DC,62000
30517.connectors.0,30517,IEC_62196_T2,AC_3_PHASE,22000
30518.connectors.0,30518,IEC_62196_T2_COMBO,DC,40000
30519.connectors.0,30519,CHADEMO,DC,40000
30520.connectors.0,30520,IEC_62196_T2,AC_3_PHASE,22000
30521.connectors.0,30521,IEC_62196_T2_COMBO,DC,50000
30522.connectors.0,30522,CHADEMO,DC,50000
30523.connectors.0,30523,IEC_62196_T2,AC_3_PHASE,22000
30524.connectors.0,30524,IEC_62196_T2_COMBO,DC,75000
30525.connectors.0,30525,CHADEMO,DC,62000
30526.connectors.0,30526,IEC_62196_T2,AC_3_PHASE,22000
30527.connectors.0,30527,IEC_62196_T2_COMBO,DC,75000
30528.connectors.0,30528,CHADEMO,DC,62000
30529.connectors.0,30529,IEC_62196_T2,AC_3_PHASE,22000
30530.connectors.0,30530,IEC_62196_T2_COMBO,DC,75000
30531.connectors.0,30531,CHADEMO,DC,62000
30532.connectors.0,30532,IEC_62196_T2,AC_3_PHASE,22000
30533.connectors.0,30533,IEC_62196_T2_COMBO,DC,50000
30534.connectors.0,30534,CHADEMO,DC,62000
30535.connectors.0,30535,IEC_62196_T2,AC_3_PHASE,22000
30536.connectors.0,30536,IEC_62196_T2_COMBO,DC,75000
30537.connectors.0,30537,CHADEMO,DC,62000
30538.connectors.0,30538,IEC_62196_T2,AC_3_PHASE,22000
30539.connectors.0,30539,IEC_62196_T2_COMBO,DC,75000
30540.connectors.0,30540,CHADEMO,DC,62000
30541.connectors.0,30541,IEC_62196_T2,AC_3_PHASE,22000
30542.connectors.0,30542,IEC_62196_T2_COMBO,DC,75000
30543.connectors.0,30543,CHADEMO,DC,62000
30544.connectors.0,30544,IEC_62196_T2,AC_3_PHASE,22000
30545.connectors.0,30545,IEC_62196_T2_COMBO,DC,75000
30546.connectors.0,30546,CHADEMO,DC,62000
30547.connectors.0,30547,IEC_62196_T2,AC_3_PHASE,22000
30548.connectors.0,30548,IEC_62196_T2_COMBO,DC,75000
30549.connectors.0,30549,CHADEMO,DC,62000
30550.connectors.0,30550,IEC_62196_T2,AC_3_PHASE,22000
30551.connectors.0,30551,IEC_62196_T2_COMBO,DC,75000
30552.connectors.0,30552,CHADEMO,DC,62000
30553.connectors.0,30553,IEC_62196_T2,AC_3_PHASE,22000
30554.connectors.0,30554,IEC_62196_T2_COMBO,DC,25000
30555.connectors.0,30555,CHADEMO,DC,25000
30556.connectors.0,30556,IEC_62196_T2,AC_3_PHASE,22000
30557.connectors.0,30557,IEC_62196_T2_COMBO,DC,50000
30558.connectors.0,30558,CHADEMO,DC,62000
30559.connectors.0,30559,IEC_62196_T2,AC_3_PHASE,22000
30560.connectors.0,30560,IEC_62196_T2_COMBO,DC,75000
30561.connectors.0,30561,CHADEMO,DC,62000
30562.connectors.0,30562,IEC_62196_T2,AC_3_PHASE,22000
30563.connectors.0,30563,IEC_62196_T2_COMBO,DC,50000
30564.connectors.0,30564,CHADEMO,DC,50000
30565.connectors.0,30565,IEC_62196_T2,AC_3_PHASE,22000
30566.connectors.0,30566,IEC_62196_T2_COMBO,DC,75000
30567.connectors.0,30567,CHADEMO,DC,62000
30568.connectors.0,30568,IEC_62196_T2,AC_3_PHASE,22000
30569.connectors.0,30569,IEC_62196_T2_COMBO,DC,75000
30570.connectors.0,30570,CHADEMO,DC,62000
30571.connectors.0,30571,IEC_62196_T2,AC_3_PHASE,22000
30572.connectors.0,30572,IEC_62196_T2_COMBO,DC,75000
30573.connectors.0,30573,CHADEMO,DC,62000
30574.connectors.0,30574,IEC_62196_T2,AC_3_PHASE,22000
30575.connectors.0,30575,IEC_62196_T2_COMBO,DC,75000
30576.connectors.0,30576,CHADEMO,DC,62000
30577.connectors.0,30577,IEC_62196_T2,AC_3_PHASE,22000
30578.connectors.0,30578,IEC_62196_T2_COMBO,DC,50000
30579.connectors.0,30579,CHADEMO,DC,50000
30580.connectors.0,30580,IEC_62196_T2,AC_3_PHASE,22000
30581.connectors.0,30581,IEC_62196_T2_COMBO,DC,75000
30582.connectors.0,30582,CHADEMO,DC,62000
30583.connectors.0,30583,IEC_62196_T2,AC_3_PHASE,22000
30584.connectors.0,30584,IEC_62196_T2_COMBO,DC,75000
30585.connectors.0,30585,CHADEMO,DC,62000
30586.connectors.0,30586,IEC_62196_T2,AC_3_PHASE,22000
30587.connectors.0,30587,IEC_62196_T2_COMBO,DC,75000
30588.connectors.0,30588,CHADEMO,DC,62000
30589.connectors.0,30589,IEC_62196_T2,AC_3_PHASE,22000
30590.connectors.0,30590,IEC_62196_T2_COMBO,DC,75000
30591.connectors.0,30591,CHADEMO,DC,62000
30592.connectors.0,30592,IEC_62196_T2,AC_3_PHASE,22000
30593.connectors.0,30593,IEC_62196_T2_COMBO,DC,75000
30594.connectors.0,30594,CHADEMO,DC,62000
30595.connectors.0,30595,IEC_62196_T2,AC_3_PHASE,22000
30596.connectors.0,30596,IEC_62196_T2_COMBO,DC,75000
30597.connectors.0,30597,CHADEMO,DC,62000
30598.connectors.0,30598,IEC_62196_T2,AC_3_PHASE,22000
30599.connectors.0,30599,IEC_62196_T2_COMBO,DC,60000
30600.connectors.0,30600,CHADEMO,DC,60000
30601.connectors.0,30601,IEC_62196_T2,AC_3_PHASE,22000
30602.connectors.0,30602,IEC_62196_T2_COMBO,DC,50000
30603.connectors.0,30603,CHADEMO,DC,62000
30604.connectors.0,30604,IEC_62196_T2,AC_3_PHASE,22000
30605.connectors.0,30605,IEC_62196_T2_COMBO,DC,75000
30606.connectors.0,30606,CHADEMO,DC,62000
30607.connectors.0,30607,IEC_62196_T2,AC_3_PHASE,22000
30608.connectors.0,30608,IEC_62196_T2_COMBO,DC,72000
30609.connectors.0,30609,CHADEMO,DC,62000
30610.connectors.0,30610,IEC_62196_T2,AC_3_PHASE,22000
30611.connectors.0,30611,IEC_62196_T2_COMBO,DC,75000
30612.connectors.0,30612,CHADEMO,DC,62000
30613.connectors.0,30613,IEC_62196_T2,AC_3_PHASE,22000
30614.connectors.0,30614,IEC_62196_T2_COMBO,DC,75000
30615.connectors.0,30615,CHADEMO,DC,62000
30616.connectors.0,30616,IEC_62196_T2,AC_3_PHASE,22000
30617.connectors.0,30617,IEC_62196_T2_COMBO,DC,75000
30618.connectors.0,30618,CHADEMO,DC,62000
30619.connectors.0,30619,IEC_62196_T2,AC_3_PHASE,22000
30620.connectors.0,30620,IEC_62196_T2_COMBO,DC,75000
30621.connectors.0,30621,CHADEMO,DC,62000
30622.connectors.0,30622,IEC_62196_T2,AC_3_PHASE,22000
30623.connectors.0,30623,IEC_62196_T2_COMBO,DC,50000
30624.connectors.0,30624,CHADEMO,DC,50000
30625.connectors.0,30625,IEC_62196_T2,AC_3_PHASE,22000
30626.connectors.0,30626,IEC_62196_T2_COMBO,DC,75000
30627.connectors.0,30627,CHADEMO,DC,62000
30628.connectors.0,30628,IEC_62196_T2,AC_3_PHASE,22000
30629.connectors.0,30629,IEC_62196_T2_COMBO,DC,75000
30630.connectors.0,30630,CHADEMO,DC,62000
30631.connectors.0,30631,IEC_62196_T2,AC_3_PHASE,22000
30632.connectors.0,30632,IEC_62196_T2_COMBO,DC,75000
30633.connectors.0,30633,CHADEMO,DC,62000
30634.connectors.0,30634,IEC_62196_T2,AC_3_PHASE,22000
30635.connectors.0,30635,IEC_62196_T2_COMBO,DC,75000
30636.connectors.0,30636,CHADEMO,DC,62000
30637.connectors.0,30637,IEC_62196_T2,AC_3_PHASE,22000
30638.connectors.0,30638,IEC_62196_T2_COMBO,DC,75000
30639.connectors.0,30639,CHADEMO,DC,62000
30640.connectors.0,30640,IEC_62196_T2,AC_3_PHASE,22000
30641.connectors.0,30641,IEC_62196_T2_COMBO,DC,75000
30642.connectors.0,30642,CHADEMO,DC,62000
30643.connectors.0,30643,IEC_62196_T2,AC_3_PHASE,22000
30644.connectors.0,30644,IEC_62196_T2_COMBO,DC,75000
30645.connectors.0,30645,CHADEMO,DC,62000
30646.connectors.0,30646,IEC_62196_T2,AC_3_PHASE,22000
30647.connectors.0,30647,IEC_62196_T2_COMBO,DC,72000
30648.connectors.0,30648,CHADEMO,DC,62000
30649.connectors.0,30649,IEC_62196_T2,AC_3_PHASE,22000
30650.connectors.0,30650,IEC_62196_T2_COMBO,DC,75000
30651.connectors.0,30651,CHADEMO,DC,62000
30652.connectors.0,30652,IEC_62196_T2,AC_3_PHASE,22000
30653.connectors.0,30653,IEC_62196_T2_COMBO,DC,75000
30654.connectors.0,30654,CHADEMO,DC,62000
30655.connectors.0,30655,IEC_62196_T2,AC_3_PHASE,22000
30656.connectors.0,30656,IEC_62196_T2_COMBO,DC,75000
30657.connectors.0,30657,CHADEMO,DC,62000
30658.connectors.0,30658,IEC_62196_T2,AC_3_PHASE,22000
30659.connectors.0,30659,IEC_62196_T2_COMBO,DC,75000
30660.connectors.0,30660,CHADEMO,DC,62000
30661.connectors.0,30661,IEC_62196_T2,AC_3_PHASE,22000
30662.connectors.0,30662,IEC_62196_T2_COMBO,DC,75000
30663.connectors.0,30663,CHADEMO,DC,62000
30664.connectors.0,30664,IEC_62196_T2,AC_3_PHASE,22000
30665.connectors.0,30665,IEC_62196_T2_COMBO,DC,50000
30666.connectors.0,30666,CHADEMO,DC,50000
30667.connectors.0,30667,IEC_62196_T2,AC_3_PHASE,22000
30668.connectors.0,30668,IEC_62196_T2_COMBO,DC,75000
30669.connectors.0,30669,CHADEMO,DC,62000
30670.connectors.0,30670,IEC_62196_T2,AC_3_PHASE,22000
30671.connectors.0,30671,IEC_62196_T2_COMBO,DC,75000
30672.connectors.0,30672,CHADEMO,DC,62000
30673.connectors.0,30673,IEC_62196_T2,AC_3_PHASE,22000
30674.connectors.0,30674,IEC_62196_T2_COMBO,DC,75000
30675.connectors.0,30675,CHADEMO,DC,62000
30676.connectors.0,30676,IEC_62196_T2,AC_3_PHASE,22000
30677.connectors.0,30677,IEC_62196_T2_COMBO,DC,75000
30678.connectors.0,30678,CHADEMO,DC,62000
30679.connectors.0,30679,IEC_62196_T2,AC_3_PHASE,22000
30680.connectors.0,30680,IEC_62196_T2_COMBO,DC,150000
30681.connectors.0,30681,CHADEMO,DC,62000
30682.connectors.0,30682,IEC_62196_T2,AC_3_PHASE,22000
30683.connectors.0,30683,IEC_62196_T2_COMBO,DC,75000
30684.connectors.0,30684,CHADEMO,DC,62000
30685.connectors.0,30685,IEC_62196_T2,AC_3_PHASE,22000
30686.connectors.0,30686,IEC_62196_T2_COMBO,DC,50000
30687.connectors.0,30687,CHADEMO,DC,50000
30688.connectors.0,30688,IEC_62196_T2,AC_3_PHASE,22000
30689.connectors.0,30689,IEC_62196_T2_COMBO,DC,75000
30690.connectors.0,30690,CHADEMO,DC,62000
30691.connectors.0,30691,IEC_62196_T2,AC_3_PHASE,22000
30692.connectors.0,30692,IEC_62196_T2_COMBO,DC,75000
30693.connectors.0,30693,CHADEMO,DC,62000
30694.connectors.0,30694,IEC_62196_T2,AC_3_PHASE,22000
30695.connectors.0,30695,IEC_62196_T2_COMBO,DC,75000
30696.connectors.0,30696,CHADEMO,DC,62000
30697.connectors.0,30697,IEC_62196_T2,AC_3_PHASE,22000
30698.connectors.0,30698,IEC_62196_T2_COMBO,DC,70000
30699.connectors.0,30699,CHADEMO,DC,62000
30700.connectors.0,30700,IEC_62196_T2,AC_3_PHASE,22000
30701.connectors.0,30701,IEC_62196_T2_COMBO,DC,75000
30702.connectors.0,30702,CHADEMO,DC,62000
30703.connectors.0,30703,IEC_62196_T2,AC_3_PHASE,22000
30704.connectors.0,30704,IEC_62196_T2_COMBO,DC,72000
30705.connectors.0,30705,CHADEMO,DC,62000
30706.connectors.0,30706,IEC_62196_T2,AC_3_PHASE,22000
30707.connectors.0,30707,IEC_62196_T2_COMBO,DC,72000
30708.connectors.0,30708,CHADEMO,DC,62000
30709.connectors.0,30709,IEC_62196_T2,AC_3_PHASE,22000
30710.connectors.0,30710,IEC_62196_T2_COMBO,DC,75000
30711.connectors.0,30711,CHADEMO,DC,62000
30712.connectors.0,30712,IEC_62196_T2,AC_3_PHASE,22000
30713.connectors.0,30713,IEC_62196_T2_COMBO,DC,75000
30714.connectors.0,30714,CHADEMO,DC,62000
30715.connectors.0,30715,IEC_62196_T2,AC_3_PHASE,22000
30716.connectors.0,30716,IEC_62196_T2_COMBO,DC,50000
30717.connectors.0,30717,CHADEMO,DC,50000
30718.connectors.0,30718,IEC_62196_T2,AC_3_PHASE,22000
30719.connectors.0,30719,IEC_62196_T2_COMBO,DC,75000
30720.connectors.0,30720,CHADEMO,DC,62000
30721.connectors.0,30721,IEC_62196_T2,AC_3_PHASE,22000
30722.connectors.0,30722,IEC_62196_T2_COMBO,DC,75000
30723.connectors.0,30723,CHADEMO,DC,62000
30724.connectors.0,30724,IEC_62196_T2,AC_3_PHASE,22000
30725.connectors.0,30725,IEC_62196_T2_COMBO,DC,75000
30726.connectors.0,30726,CHADEMO,DC,62000
30727.connectors.0,30727,IEC_62196_T2,AC_3_PHASE,22000
30728.connectors.0,30728,IEC_62196_T2_COMBO,DC,50000
30729.connectors.0,30729,CHADEMO,DC,50000
30730.connectors.0,30730,IEC_62196_T2,AC_3_PHASE,22000
30731.connectors.0,30731,IEC_62196_T2_COMBO,DC,50000
30732.connectors.0,30732,CHADEMO,DC,50000
30733.connectors.0,30733,IEC_62196_T2,AC_3_PHASE,22000
30734.connectors.0,30734,IEC_62196_T2_COMBO,DC,75000
30735.connectors.0,30735,CHADEMO,DC,60000
30736.connectors.0,30736,IEC_62196_T2,AC_3_PHASE,22000
30737.connectors.0,30737,IEC_62196_T2_COMBO,DC,75000
30738.connectors.0,30738,CHADEMO,DC,62000
30739.connectors.0,30739,IEC_62196_T2,AC_3_PHASE,22000
30740.connectors.0,30740,IEC_62196_T2_COMBO,DC,75000
30741.connectors.0,30741,CHADEMO,DC,62000
30742.connectors.0,30742,IEC_62196_T2,AC_3_PHASE,22000
30743.connectors.0,30743,IEC_62196_T2_COMBO,DC,75000
30744.connectors.0,30744,CHADEMO,DC,62000
30745.connectors.0,30745,IEC_62196_T2,AC_3_PHASE,22000
30746.connectors.0,30746,IEC_62196_T2_COMBO,DC,75000
30747.connectors.0,30747,CHADEMO,DC,62000
30748.connectors.0,30748,IEC_62196_T2,AC_3_PHASE,22000
30749.connectors.0,30749,IEC_62196_T2_COMBO,DC,75000
30750.connectors.0,30750,CHADEMO,DC,62000
30751.connectors.0,30751,IEC_62196_T2,AC_3_PHASE,22000
30752.connectors.0,30752,IEC_62196_T2_COMBO,DC,75000
30753.connectors.0,30753,CHADEMO,DC,62000
30754.connectors.0,30754,IEC_62196_T2,AC_3_PHASE,22000
30755.connectors.0,30755,IEC_62196_T2_COMBO,DC,75000
30756.connectors.0,30756,CHADEMO,DC,62000
30757.connectors.0,30757,IEC_62196_T2,AC_3_PHASE,22000
30758.connectors.0,30758,IEC_62196_T2_COMBO,DC,72000
30759.connectors.0,30759,CHADEMO,DC,62000
30760.connectors.0,30760,IEC_62196_T2,AC_3_PHASE,22000
30761.connectors.0,30761,IEC_62196_T2_COMBO,DC,75000
30762.connectors.0,30762,CHADEMO,DC,62000
30763.connectors.0,30763,IEC_62196_T2,AC_3_PHASE,22000
30764.connectors.0,30764,IEC_62196_T2_COMBO,DC,75000
30765.connectors.0,30765,CHADEMO,DC,62000
30766.connectors.0,30766,IEC_62196_T2,AC_3_PHASE,22000
30767.connectors.0,30767,IEC_62196_T2_COMBO,DC,50000
30768.connectors.0,30768,CHADEMO,DC,50000
30769.connectors.0,30769,IEC_62196_T2,AC_3_PHASE,22000
30770.connectors.0,30770,IEC_62196_T2_COMBO,DC,75000
30771.connectors.0,30771,CHADEMO,DC,62000
30772.connectors.0,30772,IEC_62196_T2,AC_3_PHASE,22000
30773.connectors.0,30773,IEC_62196_T2_COMBO,DC,75000
30774.connectors.0,30774,CHADEMO,DC,62000
30775.connectors.0,30775,IEC_62196_T2,AC_3_PHASE,22000
30776.connectors.0,30776,IEC_62196_T2_COMBO,DC,75000
30777.connectors.0,30777,CHADEMO,DC,62000
30778.connectors.0,30778,IEC_62196_T2,AC_3_PHASE,22000
30779.connectors.0,30779,IEC_62196_T2_COMBO,DC,75000
30780.connectors.0,30780,CHADEMO,DC,62000
30781.connectors.0,30781,IEC_62196_T2,AC_3_PHASE,22000
30782.connectors.0,30782,IEC_62196_T2_COMBO,DC,75000
30783.connectors.0,30783,CHADEMO,DC,62000
30784.connectors.0,30784,IEC_62196_T2,AC_3_PHASE,22000
30785.connectors.0,30785,IEC_62196_T2_COMBO,DC,75000
30786.connectors.0,30786,CHADEMO,DC,62000
30787.connectors.0,30787,IEC_62196_T2,AC_3_PHASE,22000
30788.connectors.0,30788,IEC_62196_T2_COMBO,DC,75000
30789.connectors.0,30789,CHADEMO,DC,62000
30790.connectors.0,30790,IEC_62196_T2,AC_3_PHASE,22000
30791.connectors.0,30791,IEC_62196_T2_COMBO,DC,75000
30792.connectors.0,30792,CHADEMO,DC,62000
30793.connectors.0,30793,IEC_62196_T2,AC_3_PHASE,22000
30794.connectors.0,30794,IEC_62196_T2_COMBO,DC,75000
30795.connectors.0,30795,CHADEMO,DC,62000
30796.connectors.0,30796,IEC_62196_T2,AC_3_PHASE,22000
30797.connectors.0,30797,IEC_62196_T2_COMBO,DC,75000
30798.connectors.0,30798,CHADEMO,DC,62000
30799.connectors.0,30799,IEC_62196_T2,AC_3_PHASE,22000
30800.connectors.0,30800,IEC_62196_T2_COMBO,DC,75000
30800.connectors.1,30800,CHADEMO,DC,62000
30801.connectors.0,30801,IEC_62196_T2,AC_3_PHASE,22000
30802.connectors.0,30802,IEC_62196_T2_COMBO,DC,50000
30803.connectors.0,30803,CHADEMO,DC,50000
30804.connectors.0,30804,IEC_62196_T2,AC_3_PHASE,22000
30805.connectors.0,30805,IEC_62196_T2_COMBO,DC,75000
30806.connectors.0,30806,CHADEMO,DC,62000
30807.connectors.0,30807,IEC_62196_T2,AC_3_PHASE,22000
30808.connectors.0,30808,IEC_62196_T2_COMBO,DC,75000
30809.connectors.0,30809,CHADEMO,DC,62000
30810.connectors.0,30810,IEC_62196_T2,AC_3_PHASE,22000
30811.connectors.0,30811,IEC_62196_T2_COMBO,DC,75000
30812.connectors.0,30812,CHADEMO,DC,62000
30813.connectors.0,30813,IEC_62196_T2,AC_3_PHASE,22000
30814.connectors.0,30814,IEC_62196_T2_COMBO,DC,75000
30815.connectors.0,30815,CHADEMO,DC,62000
30816.connectors.0,30816,IEC_62196_T2,AC_3_PHASE,22000
30817.connectors.0,30817,IEC_62196_T2_COMBO,DC,50000
30818.connectors.0,30818,CHADEMO,DC,50000
30819.connectors.0,30819,IEC_62196_T2,AC_3_PHASE,22000
30820.connectors.0,30820,IEC_62196_T2_COMBO,DC,75000
30821.connectors.0,30821,CHADEMO,DC,62000
30822.connectors.0,30822,IEC_62196_T2,AC_3_PHASE,22000
30823.connectors.0,30823,IEC_62196_T2_COMBO,DC,75000
30824.connectors.0,30824,CHADEMO,DC,62000
30825.connectors.0,30825,IEC_62196_T2,AC_3_PHASE,22000
30826.connectors.0,30826,IEC_62196_T2_COMBO,DC,75000
30827.connectors.0,30827,CHADEMO,DC,62000
30828.connectors.0,30828,IEC_62196_T2,AC_3_PHASE,22000
30829.connectors.0,30829,IEC_62196_T2_COMBO,DC,75000
30830.connectors.0,30830,CHADEMO,DC,62000
30831.connectors.0,30831,IEC_62196_T2,AC_3_PHASE,22000
30832.connectors.0,30832,IEC_62196_T2_COMBO,DC,75000
30833.connectors.0,30833,CHADEMO,DC,62000
30834.connectors.0,30834,IEC_62196_T2,AC_3_PHASE,22000
30835.connectors.0,30835,IEC_62196_T2_COMBO,DC,75000
30836.connectors.0,30836,CHADEMO,DC,62000
30837.connectors.0,30837,IEC_62196_T2,AC_3_PHASE,22000
30838.connectors.0,30838,IEC_62196_T2_COMBO,DC,75000
30839.connectors.0,30839,CHADEMO,DC,62000
30840.connectors.0,30840,IEC_62196_T2,AC_3_PHASE,22000
30841.connectors.0,30841,IEC_62196_T2_COMBO,DC,75000
30842.connectors.0,30842,CHADEMO,DC,62000
30843.connectors.0,30843,IEC_62196_T2,AC_3_PHASE,22000
30844.connectors.0,30844,IEC_62196_T2_COMBO,DC,75000
30845.connectors.0,30845,CHADEMO,DC,62000
30846.connectors.0,30846,IEC_62196_T2,AC_3_PHASE,22000
30847.connectors.0,30847,IEC_62196_T2_COMBO,DC,75000
30848.connectors.0,30848,CHADEMO,DC,62000
30849.connectors.0,30849,IEC_62196_T2,AC_3_PHASE,22000
30850.connectors.0,30850,IEC_62196_T2_COMBO,DC,75000
30851.connectors.0,30851,CHADEMO,DC,62000
30852.connectors.0,30852,IEC_62196_T2,AC_3_PHASE,22000
30853.connectors.0,30853,IEC_62196_T2_COMBO,DC,50000
30854.connectors.0,30854,CHADEMO,DC,50000
30855.connectors.0,30855,IEC_62196_T2,AC_3_PHASE,22000
30856.connectors.0,30856,IEC_62196_T2_COMBO,DC,50000
30857.connectors.0,30857,CHADEMO,DC,50000
30858.connectors.0,30858,IEC_62196_T2,AC_3_PHASE,22000
30859.connectors.0,30859,IEC_62196_T2_COMBO,DC,50000
30859.connectors.1,30859,CHADEMO,DC,50000
30860.connectors.0,30860,IEC_62196_T2,AC_3_PHASE,22000
30861.connectors.0,30861,IEC_62196_T2_COMBO,DC,50000
30862.connectors.0,30862,CHADEMO,DC,50000
30863.connectors.0,30863,IEC_62196_T2,AC_3_PHASE,22000
30864.connectors.0,30864,IEC_62196_T2_COMBO,DC,50000
30865.connectors.0,30865,CHADEMO,DC,50000
30866.connectors.0,30866,IEC_62196_T2,AC_3_PHASE,22000
30867.connectors.0,30867,IEC_62196_T2_COMBO,DC,90000
30868.connectors.0,30868,CHADEMO,DC,62000
30869.connectors.0,30869,IEC_62196_T2_COMBO,DC,90000
30870.connectors.0,30870,IEC_62196_T2,AC_3_PHASE,22000
30871.connectors.0,30871,IEC_62196_T2_COMBO,DC,150000
30872.connectors.0,30872,CHADEMO,DC,62000
30873.connectors.0,30873,IEC_62196_T2,AC_3_PHASE,22000
30874.connectors.0,30874,IEC_62196_T2_COMBO,DC,99000
30875.connectors.0,30875,CHADEMO,DC,62000
30876.connectors.0,30876,IEC_62196_T2_COMBO,DC,99000
30877.connectors.0,30877,IEC_62196_T2,AC_3_PHASE,22000
30878.connectors.0,30878,IEC_62196_T2,AC_1_PHASE,3000
30879.connectors.0,30879,IEC_62196_T2,AC_3_PHASE,20008
30880.connectors.0,30880,IEC_62196_T2,AC_3_PHASE,21061
30881.connectors.0,30881,IEC_62196_T2,AC_3_PHASE,20008
30882.connectors.0,30882,IEC_62196_T2,AC_3_PHASE,15000
30883.connectors.0,30883,IEC_62196_T2,AC_3_PHASE,15000
30884.connectors.0,30884,IEC_62196_T2,AC_3_PHASE,15000
30885.connectors.0,30885,IEC_62196_T2,AC_3_PHASE,15000
30886.connectors.0,30886,IEC_62196_T2,AC_3_PHASE,22000
30887.connectors.0,30887,IEC_62196_T2,AC_3_PHASE,15000
30888.connectors.0,30888,IEC_62196_T2,AC_3_PHASE,22000
30889.connectors.0,30889,IEC_62196_T2,AC_3_PHASE,20008
30890.connectors.0,30890,IEC_62196_T2,AC_1_PHASE,6992
30891.connectors.0,30891,IEC_62196_T2,AC_1_PHASE,6992
30892.connectors.0,30892,IEC_62196_T2,AC_1_PHASE,6992
30893.connectors.0,30893,IEC_62196_T2,AC_1_PHASE,6992
30894.connectors.0,30894,IEC_62196_T2,AC_1_PHASE,6992
30895.connectors.0,30895,IEC_62196_T2,AC_1_PHASE,6992
30896.connectors.0,30896,IEC_62196_T2,AC_1_PHASE,6992
30897.connectors.0,30897,IEC_62196_T2,AC_1_PHASE,6992
30898.connectors.0,30898,IEC_62196_T2,AC_1_PHASE,6992
30899.connectors.0,30899,IEC_62196_T2,AC_1_PHASE,6992
30900.connectors.0,30900,IEC_62196_T2,AC_1_PHASE,6992
30901.connectors.0,30901,IEC_62196_T2,AC_1_PHASE,6992
30902.connectors.0,30902,IEC_62196_T2,AC_1_PHASE,6992
30903.connectors.0,30903,IEC_62196_T2,AC_1_PHASE,6992
30904.connectors.0,30904,IEC_62196_T2,AC_1_PHASE,6992
30905.connectors.0,30905,IEC_62196_T2,AC_1_PHASE,7400
30906.connectors.0,30906,IEC_62196_T2,AC_1_PHASE,6992
30907.connectors.0,30907,IEC_62196_T2,AC_1_PHASE,6992
30908.connectors.0,30908,IEC_62196_T2,AC_1_PHASE,6992
30909.connectors.0,30909,IEC_62196_T2,AC_1_PHASE,6992
30910.connectors.0,30910,IEC_62196_T2,AC_1_PHASE,6992
30911.connectors.0,30911,IEC_62196_T2,AC_1_PHASE,7400
30912.connectors.0,30912,IEC_62196_T2,AC_1_PHASE,6992
30913.connectors.0,30913,IEC_62196_T2,AC_1_PHASE,6992
30914.connectors.0,30914,IEC_62196_T2,AC_1_PHASE,6992
30915.connectors.0,30915,IEC_62196_T2,AC_1_PHASE,6992
30916.connectors.0,30916,IEC_62196_T2,AC_1_PHASE,6992
30917.connectors.0,30917,IEC_62196_T2,AC_1_PHASE,6992
30918.connectors.0,30918,IEC_62196_T2,AC_1_PHASE,6992
30919.connectors.0,30919,IEC_62196_T2,AC_1_PHASE,6992
